step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,180.479708,8750.207,172.04888033866882,169.68425941467285,176.20485138893127
1,176.072758,9402.564,172.95959043502808,163.47007536888123,164.80583429336548
2,169.716059,10671.235,162.48627638816833,156.96196365356445,158.4581160545349
3,167.487419,11284.922,151.40689420700073,156.3248586654663,155.93484354019165
4,155.502384,11986.334,142.81436777114868,139.35465955734253,139.8360939025879
5,150.679042,12553.927,141.46199941635132,141.46713519096375,137.41733026504517
6,146.24193,13665.246,139.41641092300415,135.21094846725464,138.64134335517883
7,143.762826,23638.458,137.31959509849548,133.55219531059265,135.24644351005554
8,140.141716,26460.878,132.17232394218445,129.3395893573761,129.67845606803894
9,137.715687,28617.301,131.52697467803955,128.15072774887085,132.17232394218445
10,135.590636,33835.546,123.9687225818634,123.89119529724121,128.27440881729126
11,127.247781,34644.848,117.23262643814087,118.75059962272644,115.6265504360199
12,120.100896,37293.307,107.46114873886108,107.85980153083801,110.442218542099
13,118.052808,38218.695,110.442218542099,,
14,115.635243,39686.614,105.23506212234497,107.42898774147034,105.98826313018799
15,113.394966,41474.679,103.936288356781,105.65511274337769,101.70572209358215
16,109.525547,47175.513,101.326908826828,103.01201677322388,102.29748725891113
17,107.516247,60069.776,100.54574131965637,100.5247631072998,98.4242193698883
18,103.899018,66103.759,100.0390784740448,96.5112886428833,97.16253852844238
19,100.603992,84332.074,92.99603128433228,95.7853741645813,94.52996039390564
20,99.842387,101714.355,94.81519436836243,91.91946458816528,91.58879923820496
