step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,127.12869,7632.055,114.66240859031677,109.14367151260376,109.23213291168213
1,121.984338,8084.487,114.66240859031677,,
2,109.958166,8522.893,103.35993814468384,95.28927516937256,95.02449154853821
3,94.130268,8908.267,87.40205597877502,82.87831735610962,83.06683039665222
4,87.074773,9636.407,84.23217988014221,76.9066174030304,76.54755067825317
5,84.906429,13936.259,80.80609488487244,74.49247980117798,73.53043508529663
6,82.805906,15701.119,75.66955757141113,71.0263032913208,70.94540309906006
7,79.270575,15901.844,74.25406789779663,69.34664869308472,69.11586833000183
8,73.035025,18337.09,72.96523475646973,65.10023999214172,64.94711661338806
9,68.656474,20977.147,72.96523475646973,,
10,65.959723,25886.859,72.96523475646973,,
11,63.559868,27304.088,64.55080914497375,54.675812005996704,54.30481505393982
12,61.265493,30787.11,58.09064817428589,50.41267514228821,50.262386322021484
13,59.174464,33544.077,58.09064817428589,,
14,55.261948,34602.069,58.09064817428589,,
15,53.06813,60940.208,55.91049814224243,46.38310170173645,45.84516882896423
16,50.492888,82112.766,51.9890251159668,44.829745292663574,44.297683000564575
17,48.642797,102903.718,51.9890251159668,,
