step,orig_cost,time_since_start,runtime0,runtime1,runtime2,p990,p991,p992,avg0,avg1,avg2
0,3720.0472133986427,404.86,3327.143879718833,3097.1099544583767,3009.6670786563377,38044.0,40736.0,42474.0,12007.0,12903.0,13276.0
1,5483.776055448546,1391.523,5701.570371478277,5165.230896543046,4812.818412991473,49357.0,54515.0,57799.0,6983.0,7707.0,8274.0
2,6363.182520888587,17457.285,6141.50861494798,5806.978125759401,5392.519405021866,45387.0,47612.0,51431.0,6477.0,6852.0,7381.0
3,12263.543531005904,17948.285,9652.45162313183,9364.643826106887,9307.712981519058,43991.0,44843.0,46146.0,4121.0,4245.0,4272.0
4,14169.19929986496,18605.307,14091.646396982607,13265.768889254901,13197.98697655935,9986.0,12345.0,12030.0,2833.0,3010.0,3025.0
