step,orig_time_cost,time_since_start,runtime0
0,181.23800826072693,5267.512,181.23800826072693
1,158.1195194721222,14735.585,158.1195194721222
2,111.29516410827637,21561.131,111.29516410827637
3,112.49828553199768,49806.403,112.49828553199768
4,215.66628074645996,68571.416,215.66628074645996
5,167.74259972572327,79109.168,167.74259972572327
6,98.74211096763611,92139.324,98.74211096763611
7,140.75885915756226,97537.851,140.75885915756226
8,101.9565908908844,103846.797,101.9565908908844
