step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,104.427242,9118.276,103.39443349838257,95.67642331123352,97.98426556587219
1,98.016946,9731.476,103.39443349838257,90.03893160820007,91.4789834022522
2,87.050899,10327.277,96.4209041595459,84.38699579238892,84.04921531677246
3,83.560395,13278.069,92.43789100646973,79.11305046081543,79.59546637535095
4,81.529278,19724.678,89.216796875,76.79417204856873,75.2099916934967
5,77.305812,21789.313,86.04281878471375,72.23190522193909,72.01225304603577
6,75.241047,23713.189,85.68637776374817,71.59853076934814,71.84173011779785
7,72.121424,28486.232,74.97125959396362,66.64836072921753,67.40575814247131
8,67.705247,29667.43,71.19073915481567,63.76848316192627,63.38783931732178
9,64.90374,30532.496,68.95661306381226,60.893391132354736,60.32435727119446
10,62.185444,40730.798,68.95661306381226,59.159581899642944,59.21837878227234
11,59.643056,49974.113,68.82906126976013,55.990132570266724,56.19134306907654
12,55.634192,51831.1,62.991366386413574,51.88519597053528,51.698938846588135
13,53.599646,59092.137,61.40887379646301,50.57539081573486,50.06199288368225
14,51.584703,71960.13,59.89349985122681,49.18580937385559,48.736210346221924
15,49.433419,98331.885,56.439239740371704,45.423346757888794,46.028841733932495
16,48.386425,104015.968,56.439239740371704,45.6481397151947,45.63508725166321
17,48.386425,-1.0,56.439239740371704,,
