step,orig_cost,time_since_start,runtime0,runtime1,runtime2,p990,p991,p992,avg0,avg1,avg2
0,3679.620655813634,394.151,3430.0052582976773,2875.632438756767,2850.5242887622912,47955.0,57184.0,57145.0,11646.0,13892.0,14016.0
1,4536.0422813948535,1840.162,3948.590422299072,3483.2430410482543,3379.0997135246744,55301.0,63562.0,67059.0,10097.0,11448.0,11806.0
2,10449.505624100682,5256.686,7859.94928232581,7548.574524233193,7140.509513076457,50740.0,53034.0,56935.0,5059.0,5264.0,5562.0
3,12560.872090091792,10349.522,12087.401533548984,11829.636910928042,11744.127326004842,27688.0,28116.0,28049.0,3298.0,3374.0,3398.0
4,13234.302060408627,16673.948,11168.292900451937,10499.129195976488,10191.753778456605,15292.0,16207.0,17852.0,3571.0,3799.0,3913.0
5,13648.943443777775,21554.989,13405.624955288045,13587.46725356904,13518.312383327391,19658.0,20213.0,20625.0,2978.0,2938.0,2953.0
