step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,117.776936,7637.348,125.0148286819458,107.68829989433289,108.3711884021759
1,100.143289,8312.287,112.08193850517273,94.65845394134521,96.4980103969574
2,85.925434,8910.591,97.71010184288025,82.03953576087952,82.12681555747986
3,83.328192,9997.951,91.00280404090881,74.76248002052307,77.49547362327576
4,80.404605,10747.347,91.00280404090881,74.3815746307373,77.30020761489868
5,77.141281,20383.08,91.00280404090881,71.56105065345764,70.55971312522888
6,74.419032,27403.647,91.00280404090881,71.1727728843689,71.23941254615784
7,71.343744,30681.957,89.82368230819702,65.88285255432129,65.86316514015198
8,68.738008,31599.034,89.82368230819702,63.93065547943115,63.85104584693909
9,66.513816,63391.706,88.40825247764587,62.04242467880249,61.78957438468933
10,64.426932,66462.93,85.5768551826477,59.4002799987793,59.60952711105347
11,62.376475,80718.684,85.5768551826477,61.786505937576294,59.79214835166931
12,59.522047,106966.505,85.5768551826477,55.963167905807495,55.619980335235596
13,59.522047,-1.0,85.5768551826477,,
