step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,113.742782,7552.01,113.26860857009888,107.4514319896698,107.22918629646301
1,106.162362,8608.961,104.19133973121643,97.253000497818,97.93451118469238
2,101.986457,10820.024,104.19133973121643,97.78811073303223,97.29130411148071
3,97.419226,12152.988,98.61996698379517,91.18715715408325,92.00130558013916
4,94.703669,13567.631,95.19280481338501,88.16785717010498,88.90866446495056
5,91.006524,14908.444,95.05839848518372,87.41851329803467,86.6475579738617
6,83.355942,16171.755,86.39912009239197,78.42702889442444,78.58323335647583
7,75.810728,18883.817,78.24041891098022,73.11404585838318,71.63552641868591
8,73.779965,20156.513,77.02945804595947,65.76186752319336,68.0857298374176
9,65.50528,27293.959,76.39632225036621,62.29668426513672,61.43915891647339
10,62.04565,28520.199,71.31540513038635,60.623159408569336,60.264134645462036
11,59.974056,51887.752,65.43457388877869,56.595900535583496,56.30397844314575
12,58.881297,101227.841,62.516911029815674,55.32525706291199,55.50926446914673
13,58.881297,-1.0,62.516911029815674,,
