step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,146.426827,1515.476,146.96663355827332,138.1490375995636,144.38139057159424
1,114.494501,2022.026,109.87438893318176,111.58677935600281,111.09730648994446
2,105.246963,2460.199,110.77815079689026,104.8366949558258,107.78658485412598
3,96.705406,2878.126,96.62797427177429,93.42390465736389,91.57672381401062
4,92.393631,4071.462,95.90503525733948,90.14283990859985,91.6583924293518
5,87.748771,4437.548,87.03338932991028,78.32235765457153,81.94460964202881
6,81.071205,5485.487,85.16686272621155,79.5927426815033,79.697674036026
7,78.884843,5832.095,83.728933095932,75.11671161651611,74.76159191131592
8,75.257659,6158.32,79.24278211593628,69.93842363357544,69.49750685691833
9,66.585263,6884.272,73.43018317222595,61.3769633769989,63.291380643844604
10,60.452883,7990.204,69.53709125518799,56.90777564048767,56.203269481658936
11,56.040562,9294.717,63.49804639816284,52.2579505443573,52.16767883300781
12,51.436079,14026.179,60.17383337020874,47.979347705841064,48.23968052864075
13,48.814048,15804.335,57.06200671195984,43.52370572090149,43.48851180076599
14,46.575617,17450.474,57.5499050617218,43.373053550720215,43.46783947944641
15,44.390824,19176.195,54.55021643638611,41.42123317718506,41.048110246658325
16,40.553685,25273.467,52.636454343795776,37.34884762763977,37.13510751724243
17,37.263064,50835.693,49.11874556541443,34.787628412246704,34.30485200881958
18,34.886269,67957.584,46.344789028167725,32.86606454849243,32.57215332984924
