step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,186.424168,947.126,175.23349738121033,174.79181575775146,176.7350788116455
1,160.28034,3524.625,147.51003003120422,144.58861637115479,144.22821021080017
2,151.77774,4128.503,146.06931710243225,145.40401411056519,141.68181490898132
3,147.52559,5296.089,139.42608428001404,137.08592915534973,140.16240167617798
4,132.172309,6044.851,126.18466091156006,123.97968029975891,124.38772678375244
5,122.529333,6560.125,115.56902647018433,114.81862688064575,118.66460013389587
6,119.821407,7518.176,116.60415816307068,113.8558886051178,118.58389258384705
7,111.012585,10310.681,105.5890040397644,102.06484627723694,104.59101748466492
8,107.221834,10949.996,105.52016735076904,99.88104677200317,100.14493751525879
9,105.090011,12614.166,100.31204771995544,101.78870916366577,97.62966775894165
10,95.962902,13940.751,97.05041575431824,91.61296153068542,92.729740858078
11,93.70895,17312.891,93.17344355583191,93.38371348381042,88.54185080528259
12,70.085013,18093.357,70.62295961380005,65.66627407073975,65.81110000610352
13,66.06597,19286.341,66.053884267807,61.2633695602417,61.33142018318176
14,63.86469,20461.392,63.56216645240784,61.71981763839722,60.67027950286865
15,60.20355,23423.242,62.3132541179657,57.77031350135803,56.618077516555786
16,57.973015,26304.679,59.39108109474182,54.68730664253235,54.685266733169556
17,53.847439,29451.582,55.52733063697815,53.47759032249451,49.852378606796265
18,50.84663,39199.365,52.59907007217407,46.91203689575195,47.48363423347473
19,47.965145,43498.922,49.91917300224304,44.510173320770264,44.4993634223938
20,44.734111,56645.845,47.218648195266724,42.1448130607605,42.0054976940155
21,42.483324,77727.982,46.17419385910034,41.05954027175903,40.91431641578674
22,42.483324,-1.0,46.17419385910034,,
