step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,165.123547,9731.425,174.3893039226532,173.82657885551453,171.27275848388672
1,159.45065,11481.047,163.3381588459015,166.84094738960266,165.99007415771484
2,155.996692,12029.444,165.01642775535583,159.56379675865173,159.11974692344666
3,150.301295,13800.023,153.11698532104492,151.82262015342712,153.2393159866333
4,142.869427,16528.999,147.80043697357178,144.72554469108582,148.25832414627075
5,140.506055,23063.831,138.73400330543518,134.69335460662842,138.19046664237976
6,137.811421,23560.942,130.9732789993286,125.84228944778442,131.98009753227234
7,132.186503,24041.139,126.77002167701721,123.57766461372375,121.45029354095459
8,129.024984,25579.407,126.77002167701721,124.7188355922699,124.38390398025513
9,125.159381,26056.812,124.99367809295654,118.84938335418701,121.06260395050049
10,120.267682,26513.475,121.93751549720764,118.9217472076416,120.76412463188171
11,117.366723,36569.862,121.93751549720764,118.58609199523926,119.2447578907013
12,113.723072,37913.483,116.42781114578247,115.91613364219666,116.21863579750061
13,110.367551,39336.467,114.00231957435608,113.64188146591187,111.79155778884888
14,107.680883,49696.196,112.79138255119324,108.28106164932251,106.61361002922058
15,104.445561,50121.927,111.45531392097473,105.85773348808289,104.41285443305969
16,101.974666,57163.682,107.59594464302063,104.52810668945312,100.93888354301453
17,97.38341,70245.105,101.15876579284668,98.00913262367249,98.7105507850647
18,95.088464,88635.919,96.29940748214722,91.957364320755,94.55731081962585
19,92.508663,106573.015,96.29940748214722,96.29940748214722,
20,92.508663,-1.0,96.29940748214722,,
