step,orig_time_cost,time_since_start,runtime0,runtime1,runtime2
0,465.20131754875183,3969.599,676.7803056240082,682.7406039237976,679.2925209999084
1,358.1751799583435,19449.639,677.7338781356812,682.7406039237976,
2,351.6757581233978,96862.649,676.3689758777618,682.7406039237976,
