step,orig_time_cost,time_since_start,runtime0,runtime1,runtime2
0,530.3465671539307,50095.894,537.3253588676453,537.9014723300934,537.8298609256744
1,272.23677039146423,56774.06,527.7304854393005,520.5808856487274,534.2527561187744
2,266.2752125263214,65815.28,534.2527561187744,534.2527561187744,
