step,orig_time_cost,time_since_start,runtime0
0,600.0,605.856,800.0
1,458.91533970832825,6922.586,800.0
2,421.70798540115356,15884.97,800.0
3,399.02995228767395,30377.032,800.0
4,382.88718247413635,36009.852,800.0
5,369.5492305755615,43859.344,800.0
