step,orig_time_cost,time_since_start,runtime0,runtime1,runtime2
0,429.20129108428955,13530.833,269.7813186645508,274.76437616348267,274.2712140083313
1,422.62610387802124,22932.235,274.76437616348267,267.5956001281738,268.3084020614624
2,367.78477334976196,62271.729,274.76437616348267,265.5969672203064,265.5551733970642
3,364.68441915512085,97513.884,274.76437616348267,266.4143223762512,266.62019634246826
