step,orig_time_cost,time_since_start,runtime0,runtime1,runtime2
0,600.0,605.772,297.88684463500977,293.8037168979645,291.42112135887146
1,378.37216997146606,11013.116,292.7232789993286,292.83980345726013,294.220027923584
2,350.6070487499237,18704.879,293.15644812583923,294.220027923584,
3,334.57015776634216,51997.401,292.5709481239319,289.51559233665466,293.6985168457031
