step,orig_time_cost,time_since_start,runtime0,runtime1,runtime2
0,515.0833480358124,8571.835,251.95791125297546,255.31786727905273,257.31289982795715
1,430.5482759475708,19755.103,257.31289982795715,257.31289982795715,
2,400.8153977394104,36179.359,257.31289982795715,257.31289982795715,
