step,orig_time_cost,time_since_start,runtime0,runtime1,runtime2
0,348.02599024772644,62246.379,337.0948235988617,332.0906069278717,332.1193964481354
1,345.36281657218933,73106.481,337.0948235988617,332.7469563484192,332.1796684265137
2,344.96667218208313,78142.746,337.0948235988617,336.3342945575714,337.0948235988617
3,340.4201099872589,84333.497,330.3629789352417,330.38164019584656,337.0948235988617
4,226.3115577697754,110331.885,223.26930975914001,227.24725437164307,231.44012236595154
