step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,92.778456,713.569,94.49867105484009,87.01423120498657,87.05319237709045
1,87.248079,1270.421,88.26896524429321,81.18314909934998,80.70747423171997
2,86.640064,1831.531,86.98384118080139,81.85232543945312,81.72287130355835
3,83.688952,3620.757,84.25800919532776,79.26454734802246,79.39942574501038
4,83.107146,4221.381,84.25052738189697,78.6603651046753,78.5360176563263
5,82.502552,4705.24,81.94465804100037,76.7437674999237,78.16301679611206
6,80.109969,5193.075,80.54019975662231,75.5939269065857,75.43370723724365
7,79.127511,6271.003,78.1664764881134,73.395423412323,73.21981167793274
8,77.41957,8451.073,79.71285629272461,72.02019786834717,71.97826051712036
9,77.120934,8960.547,79.56222701072693,71.42800188064575,71.30162191390991
10,76.014942,10771.547,78.92466711997986,71.34033226966858,71.29477548599243
11,75.602968,11699.09,78.05542731285095,71.19046425819397,71.05234813690186
12,75.293612,12138.236,78.76803064346313,70.3342695236206,70.35926151275635
13,74.200091,14887.334,78.46088480949402,69.72296690940857,69.62782287597656
14,72.313228,20630.023,75.0687849521637,67.03201150894165,67.66413617134094
15,72.000293,22970.861,74.17875838279724,66.55270838737488,67.87923884391785
16,71.981572,41868.604,75.98257613182068,67.87993097305298,67.74001884460449
17,71.857706,42303.655,75.79844880104065,67.74353003501892,67.64435291290283
18,71.715794,57844.934,74.2742395401001,67.2694354057312,67.35705351829529
19,71.073923,59622.506,74.96834111213684,66.65269088745117,66.45225930213928
20,70.963294,79608.817,74.81421279907227,67.21402883529663,67.13858652114868
