step,idxlist,knobs,time_since_start,runtime0,runtime1,runtime2
0,CREATE INDEX IDX_keyword_0 ON KEYWORD (ID);,"hash_mem_multiplier = 1000,temp_buffers = 1000,maintenance_work_mem = 2097152,shared_buffers = '8GB',seq_page_cost = 10,max_parallel_workers_per_gather = 10",447.0,367.311980009079,361.3978805541992,361.33159470558167
1,CREATE INDEX IDX_keyword_0 ON KEYWORD (ID);,"enable_memoize = off,max_parallel_workers_per_gather = 0,enable_mergejoin = off,work_mem = 64,max_parallel_workers = 0,hash_mem_multiplier = 10",879.0,367.311980009079,367.311980009079,
2,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',1342.0,367.311980009079,367.311980009079,
3,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',2244.0,367.311980009079,367.311980009079,
4,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',3601.0,367.311980009079,367.311980009079,
5,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',4940.0,367.311980009079,367.311980009079,
6,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',5862.0,367.311980009079,367.311980009079,
7,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',7211.0,367.311980009079,367.311980009079,
8,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',8138.0,367.311980009079,367.311980009079,
9,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',9061.0,367.311980009079,367.311980009079,
10,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',9970.0,367.311980009079,367.311980009079,
11,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',10882.0,367.311980009079,367.311980009079,
12,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',12093.0,367.311980009079,367.311980009079,
13,"CREATE INDEX IDX_movie_companies_1 ON MOVIE_COMPANIES (COMPANY_ID);,CREATE INDEX IDX_movie_companies_2 ON MOVIE_COMPANIES (COMPANY_TYPE_ID);,CREATE INDEX IDX_title_3 ON TITLE (TITLE);","shared_buffers = '4GB',effective_cache_size = 65536,seq_page_cost = 100,enable_material = off,enable_memoize = off,max_parallel_workers = 4",12509.0,367.311980009079,367.311980009079,
14,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',13362.0,367.311980009079,367.311980009079,
15,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',14633.0,367.311980009079,367.311980009079,
16,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',15930.0,367.311980009079,367.311980009079,
17,"CREATE INDEX IDX_movie_link_5 ON MOVIE_LINK (LINK_TYPE_ID,LINKED_MOVIE_ID);,CREATE INDEX IDX_company_type_2 ON COMPANY_TYPE (ID,KIND);,CREATE INDEX IDX_cast_info_1 ON CAST_INFO (MOVIE_ID);,CREATE INDEX IDX_movie_companies_5 ON MOVIE_COMPANIES (MOVIE_ID,COMPANY_TYPE_ID);","effective_cache_size = 4194304,random_page_cost = 10000,max_worker_processes = 10,shared_buffers = '32GB',max_parallel_workers_per_gather = 10,work_mem = 262144",16738.0,198.93274450302124,189.182537317276,188.83600687980652
18,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',17078.0,367.311980009079,367.311980009079,
19,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',18081.0,367.311980009079,367.311980009079,
20,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',19214.0,367.311980009079,367.311980009079,
21,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',20351.0,367.311980009079,367.311980009079,
22,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',21490.0,367.311980009079,367.311980009079,
23,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',22595.0,367.311980009079,367.311980009079,
