step,idxlist,knobs,time_since_start,runtime0,runtime1,runtime2
0,CREATE INDEX IDX_ORDERS_b ON ORDERS (O_ORDERSTATUS);,"max_worker_processes = 20,seq_page_cost = 100,hash_mem_multiplier = 100,max_parallel_workers = 20,enable_hashjoin = off,enable_seqscan = off",40.0,300.0,,
1,CREATE INDEX IDX_ORDERS_b ON ORDERS (O_ORDERSTATUS);,"max_worker_processes = 4,random_page_cost = 10000,seq_page_cost = 10,hash_mem_multiplier = 100,enable_seqscan = off,effective_io_concurrency = 0",63.0,300.0,,
2,"CREATE INDEX IDX_ORDERS_b ON ORDERS (O_ORDERSTATUS);,CREATE INDEX IDX_ORDERS_f ON ORDERS (O_ORDERPRIORITY);","temp_buffers = 1000,shared_buffers = '4GB',work_mem = 32768,hash_mem_multiplier = 100,seq_page_cost = 10000,enable_memoize = off",179.0,300.0,,
3,"CREATE INDEX IDX_ORDERS_b ON ORDERS (O_ORDERSTATUS);,CREATE INDEX IDX_ORDERS_f ON ORDERS (O_ORDERPRIORITY);","maintenance_work_mem = 2097152,work_mem = 2097152,effective_io_concurrency = 0,enable_memoize = off,enable_bitmapscan = off,max_parallel_workers = 4",231.0,300.0,,
4,"CREATE INDEX IDX_LINEITEM_s ON LINEITEM (L_PARTKEY);,CREATE INDEX IDX_ORDERS_b ON ORDERS (O_ORDERSTATUS);,CREATE INDEX IDX_ORDERS_f ON ORDERS (O_ORDERPRIORITY);","enable_tidscan = off,effective_cache_size = 4194304,shared_buffers = '8GB',seq_page_cost = 100,max_parallel_workers_per_gather = 0,max_parallel_workers = 10",423.0,300.0,,
5,"CREATE INDEX IDX_LINEITEM_s ON LINEITEM (L_PARTKEY);,CREATE INDEX IDX_ORDERS_b ON ORDERS (O_ORDERSTATUS);,CREATE INDEX IDX_ORDERS_f ON ORDERS (O_ORDERPRIORITY);","max_parallel_workers = 4,enable_hashjoin = off,enable_seqscan = off,enable_nestloop = off,work_mem = 262144,hash_mem_multiplier = 1000",510.0,300.0,,
6,"CREATE INDEX IDX_LINEITEM_s ON LINEITEM (L_PARTKEY);,CREATE INDEX IDX_ORDERS_b ON ORDERS (O_ORDERSTATUS);,CREATE INDEX IDX_ORDERS_f ON ORDERS (O_ORDERPRIORITY);","seq_page_cost = 10,effective_cache_size = 65536,random_page_cost = 100000,enable_seqscan = off,shared_buffers = '8GB',effective_io_concurrency = 0",593.0,300.0,,
7,"CREATE INDEX IDX_LINEITEM_s ON LINEITEM (L_PARTKEY);,CREATE INDEX IDX_ORDERS_b ON ORDERS (O_ORDERSTATUS);,CREATE INDEX IDX_ORDERS_f ON ORDERS (O_ORDERPRIORITY);","max_worker_processes = 20,temp_buffers = 1000,max_parallel_workers_per_gather = 4,maintenance_work_mem = 2097152,shared_buffers = '8GB',max_parallel_workers = 10",675.0,174.79919338226318,172.52410340309143,172.3005609512329
8,"CREATE INDEX IDX_LINEITEM_s ON LINEITEM (L_PARTKEY);,CREATE INDEX IDX_PART_a ON PART (P_SIZE);,CREATE INDEX IDX_ORDERS_b ON ORDERS (O_ORDERSTATUS);,CREATE INDEX IDX_ORDERS_f ON ORDERS (O_ORDERPRIORITY);","hash_mem_multiplier = 100,random_page_cost = 10000,seq_page_cost = 10,maintenance_work_mem = 262144,max_worker_processes = 0,enable_hashjoin = off",835.0,174.79919338226318,174.79919338226318,
9,"CREATE INDEX IDX_CUSTOMER_m ON CUSTOMER (C_CUSTKEY,C_NATIONKEY,C_ACCTBAL,C_PHONE);",shared_buffers = '32GB',912.0,174.79919338226318,174.79919338226318,
