step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,215.636288,10316.359,210.4667775630951,207.68615174293518,211.83088660240173
1,202.197957,11033.186,196.93285202980042,203.31164121627808,202.73390817642212
2,198.739754,11750.133,196.80885362625122,194.70306849479675,195.51062202453613
3,191.589523,12422.036,191.91126203536987,189.38480257987976,189.5375828742981
4,189.087199,13078.514,191.07467341423035,191.91126203536987,
5,183.708788,22502.344,176.79570889472961,180.36866569519043,179.8251986503601
6,181.396708,23150.082,180.36866569519043,180.36926412582397,
7,177.677668,25239.688,175.39879202842712,173.0477249622345,173.6151750087738
8,174.957076,25882.619,172.1576292514801,170.6121165752411,173.14866662025452
9,171.695673,26517.749,173.14866662025452,167.12986278533936,169.5943374633789
10,165.806137,27776.081,173.14866662025452,166.22993636131287,170.86245131492615
11,162.078214,39481.106,158.79864978790283,154.32532572746277,157.13827919960022
12,159.0602,41446.193,158.79864978790283,158.79864978790283,
13,154.478921,51687.625,152.33058404922485,153.13689136505127,156.84984183311462
14,152.468074,53493.878,153.87185621261597,150.86373591423035,151.81159853935242
15,150.095529,66393.997,153.87185621261597,153.87185621261597,
16,146.882657,84873.022,152.57923078536987,147.70996856689453,150.25955939292908
17,144.276302,101026.165,146.77287316322327,143.83311700820923,146.42901968955994
18,144.086388,106076.617,142.66730999946594,146.6423258781433,146.38131189346313
19,144.086388,-1.0,142.66730999946594,,
