step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,116.119745,2237.415,115.59742379188538,106.04472851753235,106.74213814735413
1,112.842305,3742.036,115.59742379188538,106.8862521648407,105.80311965942383
2,108.770464,7816.803,115.59742379188538,103.8064169883728,103.70903253555298
3,103.442285,8822.785,109.90979957580566,96.31480646133423,96.42170786857605
4,94.836569,10243.388,99.4414222240448,87.36818957328796,89.05986285209656
5,90.247334,14400.157,99.4414222240448,85.16470861434937,85.32368230819702
6,86.580749,18441.675,89.98991966247559,80.15375900268555,80.92954635620117
7,83.37898,22575.307,86.72864961624146,78.22541642189026,78.55516505241394
8,80.258863,25226.657,84.39518451690674,75.58475303649902,75.44747185707092
9,69.970564,26035.313,75.54654860496521,66.28408002853394,66.13671278953552
10,65.604686,27276.225,72.98250985145569,61.80636978149414,62.10497164726257
11,63.060892,32645.678,67.02491545677185,58.38194537162781,58.828853130340576
12,58.440852,37412.308,67.02491545677185,55.9271674156189,55.273942708969116
13,51.462626,42597.796,58.33356499671936,47.76663064956665,48.772998094558716
14,46.258324,76805.87,50.476579666137695,43.80257439613342,43.995676040649414
15,45.037833,93833.738,50.476579666137695,43.577964544296265,42.90302109718323
16,45.037833,-1.0,50.476579666137695,,
