step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,178.305713,890.675,168.43830943107605,167.4703073501587,167.7116436958313
1,165.130838,2652.855,162.85515832901,154.34187388420105,158.98061728477478
2,146.89814,5343.894,142.1142783164978,146.3765459060669,140.19884753227234
3,129.064334,6877.143,130.62063550949097,124.41234922409058,127.26286339759827
4,117.803005,7385.285,117.9140031337738,115.62025427818298,117.53187823295593
5,99.540815,9303.899,99.48580622673035,95.93537855148315,96.94324088096619
6,89.823542,12968.218,90.59289765357971,88.94157695770264,88.61184644699097
7,86.91518,13704.116,90.59289765357971,83.48873829841614,86.37672805786133
8,83.342402,16834.515,88.72843289375305,84.08740615844727,83.01903963088989
9,67.708315,23954.233,70.95832180976868,66.41965222358704,66.33102321624756
10,60.911977,24249.742,67.95805597305298,61.0940158367157,61.514219522476196
11,58.726848,27398.24,63.56340408325195,58.11923670768738,59.28790283203125
12,56.419081,34710.834,60.675267934799194,53.61879324913025,53.51658916473389
13,54.412324,35919.826,59.89310312271118,52.10111045837402,52.80645132064819
14,51.666391,39548.989,57.86248540878296,51.99033308029175,51.82568097114563
15,48.260619,41477.642,53.79351472854614,47.340145111083984,47.26440906524658
16,45.527841,54863.667,50.60953092575073,45.74378299713135,45.662301540374756
17,43.373035,80781.073,48.720255851745605,43.37493395805359,42.741984367370605
18,41.542635,94317.987,46.004868030548096,40.06327152252197,40.20798993110657
19,41.542635,-1.0,46.004868030548096,,
