step,orig_cost,time_since_start,runtime0,runtime1,runtime2,p990,p991,p992,avg0,avg1,avg2
0,3040.6999798119605,395.434,3188.9323979435453,2933.458500585641,2891.8277771710805,183690.0,205399.0,206639.0,12509.0,13590.0,13790.0
1,5022.946703410531,1080.488,4643.655013478207,4361.7242182428345,4203.066893670644,49656.0,52589.0,53968.0,8581.0,9141.0,9483.0
2,7583.1795192035615,4776.167,7392.241277147851,6946.13160826309,6851.196939842353,47420.0,50815.0,51160.0,5373.0,5725.0,5799.0
3,14025.362297208192,14227.338,13359.885104790766,13037.562819597408,13060.126618246253,22801.0,22797.0,23457.0,2988.0,3061.0,3056.0
