step,orig_cost,time_since_start,runtime0,runtime1,runtime2,p990,p991,p992,avg0,avg1,avg2
0,3791.0074412348476,377.932,3346.8228319515533,3222.4646698664337,3082.4181045759155,64686.0,67390.0,69788.0,11925.0,12385.0,12949.0
1,4829.844365145942,1027.877,4272.338392832689,3695.680746603189,3591.2818480809196,64484.0,78679.0,78851.0,9327.0,10789.0,11106.0
2,11506.724063787935,3223.659,11678.349202971422,11684.791989072368,11642.91903298439,20211.0,19995.0,18571.0,3419.0,3417.0,3429.0
3,11947.872704288282,14279.68,11609.207571064264,11489.94978041226,11308.56398274906,19551.0,20080.0,20419.0,3436.0,3473.0,3528.0
