step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,217.340861,9084.228,300.0,,
1,210.064524,9833.241,300.0,,
2,206.589698,10567.963,300.0,,
3,199.407452,11281.783,300.0,,
4,195.202573,11976.998,300.0,,
5,191.30569,21234.402,230.10021781921387,226.96730089187622,224.3548538684845
6,183.396405,22604.671,220.4662790298462,219.0149209499359,223.37579083442688
7,181.034981,24057.578,212.4733784198761,216.34471726417542,217.20919394493103
8,173.545971,24717.952,211.7363178730011,209.29158449172974,211.3652467727661
9,168.938503,32232.475,186.713965177536,188.5281903743744,187.44998931884766
10,166.868314,42027.809,178.01777482032776,182.82089614868164,182.87065625190735
11,163.363693,51170.626,176.73438477516174,179.5768687725067,182.87065625190735
12,159.362406,56315.691,171.28317284584045,173.64033961296082,176.27053785324097
13,154.889297,65218.346,172.1691484451294,171.78416466712952,169.312073469162
14,150.809902,91720.7,147.00734615325928,145.55899786949158,141.22389483451843
