step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,216.527829,7411.521,248.6315565109253,246.84943199157715,254.51913452148438
1,210.237281,8146.218,248.50902819633484,245.25468349456787,245.72136521339417
2,200.000022,8854.73,237.85923409461975,240.7874391078949,237.8657512664795
3,196.447779,15158.853,232.84914445877075,232.99780559539795,232.73568654060364
4,187.154377,19698.367,197.22129678726196,196.5746304988861,194.03724312782288
5,181.564137,25033.899,197.22129678726196,,
6,174.551917,26344.668,197.22129678726196,,
7,170.53072,32252.091,197.22129678726196,,
8,167.915428,32892.474,197.22129678726196,,
9,164.980433,40361.696,197.22129678726196,,
10,162.886509,48340.302,169.75534749031067,174.14260935783386,172.3316695690155
11,159.385973,50853.439,174.14260935783386,,
12,152.406515,63939.953,163.60704922676086,163.20269632339478,168.1964201927185
