step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,193.636321,956.186,178.29236030578613,175.08999347686768,182.29395055770874
1,174.563537,1665.018,165.5453884601593,173.3483645915985,166.44731879234314
2,133.081162,2952.478,131.20132517814636,126.40062761306763,124.24086403846741
3,126.048602,5096.313,131.20132517814636,,
4,118.946684,6535.05,131.20132517814636,,
5,110.367393,9292.332,131.20132517814636,,
6,102.821822,9858.978,131.20132517814636,,
7,100.540423,10263.194,131.20132517814636,,
8,95.215588,12543.642,131.20132517814636,,
9,82.273252,13338.634,79.71049118041992,76.33264422416687,76.08961510658264
10,78.871559,15994.852,75.94261956214905,73.35777711868286,75.09212017059326
11,77.272047,19046.585,75.94261956214905,,
12,72.234633,19679.246,75.94261956214905,,
13,70.05645,20395.839,65.28047037124634,64.2943971157074,64.80727434158325
14,68.820403,21675.76,65.28047037124634,,
15,68.233609,23687.452,65.28047037124634,,
16,68.068366,24352.659,65.28047037124634,,
17,65.709504,24666.573,65.08934807777405,65.28047037124634,
18,56.29059,25058.019,56.71572136878967,53.64470815658569,53.55569243431091
19,55.337559,25764.344,55.86923122406006,53.27362847328186,52.928725481033325
20,55.161183,29760.484,55.375062227249146,52.513299226760864,52.44026303291321
21,54.922937,29994.687,55.375062227249146,,
22,51.583454,30841.297,52.768401861190796,50.81366276741028,50.80052185058594
23,49.037926,34614.319,49.85616493225098,46.8312566280365,46.89796304702759
24,48.056715,41225.28,49.42690443992615,46.37789583206177,46.38469934463501
25,43.975746,53803.917,46.060466289520264,43.686023473739624,43.69994378089905
26,43.947773,64007.016,45.972442865371704,42.8618438243866,42.89254140853882
27,43.801293,75573.698,45.429497480392456,42.720022201538086,42.65326905250549
28,43.389114,84232.849,45.429497480392456,,
29,42.664854,91672.495,45.429497480392456,,
30,42.108272,99474.729,44.247952699661255,41.38411593437195,41.3250195980072
