step,idxlist,knobs,time_since_start,runtime0,runtime1,runtime2
10,"CREATE INDEX IDX_name_2 ON NAME (GENDER);,CREATE INDEX IDX_cast_info_21 ON CAST_INFO (MOVIE_ID,NOTE,PERSON_ROLE_ID);,CREATE INDEX IDX_company_type_1 ON COMPANY_TYPE (KIND);,CREATE INDEX IDX_title_25 ON TITLE (ID,PRODUCTION_YEAR,KIND_ID,TITLE);","effective_cache_size = 262144,enable_mergejoin = off,enable_tidscan = off,enable_memoize = off,temp_buffers = 100000,enable_indexscan = off",1825.0,59.15821814537048,59.15821814537048,
11,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',1924.0,600.0,,
12,"CREATE INDEX IDX_movie_keyword_1 ON MOVIE_KEYWORD (KEYWORD_ID);,CREATE INDEX IDX_cast_info_21 ON CAST_INFO (MOVIE_ID,NOTE,PERSON_ROLE_ID);,CREATE INDEX IDX_title_25 ON TITLE (ID,PRODUCTION_YEAR,KIND_ID,TITLE);,CREATE INDEX IDX_name_8 ON NAME (NAME,NAME_PCODE_CF);","enable_material = off,max_parallel_workers_per_gather = 10,enable_nestloop = off,effective_io_concurrency = 0,work_mem = 1024,hash_mem_multiplier = 100",1990.0,56.46143555641174,56.47279977798462,55.47019696235657
13,"CREATE INDEX IDX_movie_keyword_1 ON MOVIE_KEYWORD (KEYWORD_ID);,CREATE INDEX IDX_cast_info_21 ON CAST_INFO (MOVIE_ID,NOTE,PERSON_ROLE_ID);,CREATE INDEX IDX_title_25 ON TITLE (ID,PRODUCTION_YEAR,KIND_ID,TITLE);,CREATE INDEX IDX_name_8 ON NAME (NAME,NAME_PCODE_CF);","seq_page_cost = 100,maintenance_work_mem = 2097152,enable_hashjoin = off,random_page_cost = 1000,enable_hashagg = off,max_worker_processes = 4",2049.0,56.47279977798462,56.47279977798462,
14,"CREATE INDEX IDX_movie_keyword_1 ON MOVIE_KEYWORD (KEYWORD_ID);,CREATE INDEX IDX_cast_info_21 ON CAST_INFO (MOVIE_ID,NOTE,PERSON_ROLE_ID);","effective_io_concurrency = 100,max_parallel_workers_per_gather = 4,hash_mem_multiplier = 1000,max_parallel_workers = 4,max_worker_processes = 0,enable_nestloop = off",2620.0,56.47279977798462,56.47279977798462,
15,"CREATE INDEX IDX_movie_keyword_1 ON MOVIE_KEYWORD (KEYWORD_ID);,CREATE INDEX IDX_cast_info_21 ON CAST_INFO (MOVIE_ID,NOTE,PERSON_ROLE_ID);","enable_hashjoin = off,enable_bitmapscan = off,seq_page_cost = 1000,work_mem = 64,random_page_cost = 100000,enable_seqscan = off",2664.0,56.47279977798462,56.47279977798462,
16,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',2837.0,600.0,,
17,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',3743.0,600.0,,
18,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',4645.0,600.0,,
19,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',5682.0,600.0,,
20,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',6712.0,600.0,,
21,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',7642.0,600.0,,
22,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',8570.0,600.0,,
23,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',9508.0,600.0,,
24,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',9924.0,600.0,,
25,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',10509.0,600.0,,
26,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',11490.0,600.0,,
27,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',12412.0,600.0,,
28,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',13332.0,600.0,,
29,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',14259.0,600.0,,
30,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',15173.0,600.0,,
31,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',16085.0,600.0,,
32,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',17067.0,600.0,,
33,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',17975.0,600.0,,
34,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',18929.0,600.0,,
35,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',19865.0,600.0,,
36,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',20777.0,600.0,,
37,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',21705.0,600.0,,
38,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',21848.0,600.0,,
39,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',22669.0,600.0,,
40,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',23580.0,600.0,,
41,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',24513.0,600.0,,
42,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',25419.0,600.0,,
43,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',26366.0,600.0,,
44,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',27308.0,600.0,,
45,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',28282.0,600.0,,
46,"CREATE INDEX IDX_name_10 ON NAME (ID,NAME,GENDER);,CREATE INDEX IDX_movie_link_6 ON MOVIE_LINK (MOVIE_ID,LINK_TYPE_ID,LINKED_MOVIE_ID);,CREATE INDEX IDX_movie_info_12 ON MOVIE_INFO (MOVIE_ID,INFO_TYPE_ID,NOTE);,CREATE INDEX IDX_cast_info_18 ON CAST_INFO (PERSON_ID,NOTE,PERSON_ROLE_ID);","enable_mergejoin = off,max_parallel_workers_per_gather = 4,random_page_cost = 10000,effective_io_concurrency = 0,temp_buffers = 10000,shared_buffers = '32GB'",29136.0,56.47279977798462,56.47279977798462,
47,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',29136.0,600.0,,
48,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',29187.0,600.0,,
49,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',30155.0,600.0,,
50,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',31073.0,600.0,,
51,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',31981.0,600.0,,
52,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',32934.0,600.0,,
53,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',33842.0,600.0,,
54,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',34834.0,600.0,,
55,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',35788.0,600.0,,
56,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',36749.0,600.0,,
57,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',37665.0,600.0,,
58,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',38595.0,600.0,,
59,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',38752.0,600.0,,
60,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',39534.0,600.0,,
61,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',40491.0,600.0,,
62,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',41417.0,600.0,,
63,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',42351.0,600.0,,
64,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,shared_buffers = '32GB',43202.0,600.0,,
65,CREATE INDEX IDX_aka_title_0 ON AKA_TITLE (MOVIE_ID);,"shared_buffers = '32GB',shared_preload_libraries='pg_hint_plan'",28800.0,56.47279977798462,56.47279977798462,
