step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,138.894678,460.735,195.83824110031128,190.08522725105286,189.7155089378357
1,132.292165,1188.974,136.27824783325195,132.65531826019287,136.69368028640747
2,131.897757,1636.804,136.69368028640747,136.69368028640747,
3,129.150372,1946.773,131.48396944999695,125.81237936019897,125.84601879119873
4,126.956641,2654.661,131.48396944999695,131.48396944999695,
5,125.47999,3464.361,131.48396944999695,131.48396944999695,
6,124.035333,4214.342,131.48396944999695,131.48396944999695,
7,119.638111,5164.957,131.48396944999695,131.48396944999695,
8,106.328409,8180.443,131.48396944999695,131.48396944999695,
9,102.516109,8448.103,112.108553647995,131.54866814613342,
10,99.631157,9884.555,131.48396944999695,131.48396944999695,
11,98.046851,10401.035,131.48396944999695,131.48396944999695,
12,97.470324,10902.832,131.48396944999695,131.48396944999695,
13,97.426108,11430.761,131.48396944999695,126.14857482910156,124.1342101097107
14,95.951177,12314.582,131.48396944999695,131.48396944999695,
15,93.948813,14273.895,116.95606589317322,110.56776428222656,108.62807774543762
16,93.661334,14540.734,116.95606589317322,116.95606589317322,
17,93.619957,14809.602,116.95606589317322,116.95606589317322,
18,93.360396,15160.079,116.95606589317322,116.95606589317322,
19,92.83701,16240.729,116.95606589317322,116.95606589317322,
20,92.714216,17432.757,116.95606589317322,107.34613704681396,111.25096893310547
21,92.686147,17692.462,100.32938385009766,95.36725616455078,95.45407271385193
22,92.089792,18304.566,100.32938385009766,100.32938385009766,
23,92.089792,-1.0,100.32938385009766,,
