step,orig_cost,time_since_start,runtime0,runtime1,runtime2,p990,p991,p992,avg0,avg1,avg2
0,3814.4410474432875,330.316,3251.6755534561016,3020.851914272606,3047.373258098124,62692.0,66848.0,66297.0,12279.0,13223.0,13106.0
1,4427.270648391259,5010.684,3151.9949359411567,3075.5048011119206,3072.7432785628594,66775.0,68355.0,68503.0,12667.0,12977.0,12992.0
2,5170.427187054359,7305.542,4269.16452497984,4315.536356935287,4139.29526188669,69268.0,70146.0,72994.0,9335.0,9231.0,9628.0
3,10743.75136626069,12062.529,7529.488972453277,7779.289296045389,7659.432156714504,52433.0,52296.0,51081.0,5288.0,5123.0,5198.0
4,12283.425247021845,13156.764,10781.76940410919,10637.884464896637,11013.35991988238,34246.0,33684.0,29015.0,3703.0,3752.0,3624.0
