step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,193.542506,2102.776,185.04986023902893,179.32180452346802,183.1684648990631
1,133.547125,2723.736,128.17773604393005,124.08498215675354,120.3139443397522
2,128.822379,4681.168,122.32439494132996,116.73351192474365,121.02812099456787
3,122.648276,5159.275,115.47934317588806,111.67850661277771,111.3988618850708
4,111.648079,6210.629,102.68322467803955,97.02281355857849,101.74063873291016
5,100.93059,10016.171,98.50993943214417,90.65260004997253,91.51270914077759
6,92.79306,10385.492,88.52046012878418,83.72596216201782,85.3266487121582
7,87.649408,11667.387,83.83050227165222,79.10725140571594,81.14131140708923
8,81.735802,13911.409,81.9385154247284,75.50963234901428,75.90747714042664
9,73.389921,18218.403,74.13885259628296,68.84586238861084,68.88490509986877
10,68.120423,19920.667,67.83124327659607,63.7200243473053,63.562360763549805
11,64.57626,20205.006,63.95553231239319,60.060304164886475,59.64225649833679
12,59.022948,26608.123,60.48787307739258,55.193551778793335,55.360825538635254
13,54.582251,33892.8,55.38616943359375,51.06023979187012,51.16659617424011
14,52.194615,43407.303,54.429837226867676,48.86249017715454,49.476667404174805
15,49.617477,61740.191,52.85656023025513,48.09485626220703,47.934913873672485
16,46.943605,88103.162,50.814302921295166,44.92700242996216,45.079580783843994
17,44.763179,91305.254,48.70695877075195,42.41682243347168,43.34368419647217
18,43.733809,107118.362,47.442294120788574,41.3976047039032,41.67343091964722
19,43.733809,-1.0,47.442294120788574,,
