step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,212.801621,9358.727,204.03974318504333,197.05157828330994,194.05586171150208
1,208.006342,10111.725,196.11879420280457,195.59340476989746,197.5619134902954
2,199.826765,10835.97,187.35035467147827,193.0177981853485,184.3365993499756
3,195.838852,20673.994,181.47629165649414,180.2616991996765,180.97190690040588
4,193.512905,21377.221,181.47629165649414,,
5,188.954208,22068.725,181.47629165649414,,
6,186.918416,22752.275,181.47629165649414,,
7,181.431356,24211.369,181.47629165649414,,
8,179.105893,26221.766,181.47629165649414,,
9,177.016284,26885.255,181.47629165649414,,
10,171.932981,37704.479,181.47629165649414,,
11,169.532477,39111.173,181.47629165649414,,
12,166.113999,41386.77,181.47629165649414,,
13,163.162688,54485.947,181.47629165649414,,
14,159.786574,67039.687,173.67223191261292,171.81732416152954,171.61749076843262
15,157.336174,83639.158,163.64966106414795,164.49477553367615,168.95463395118713
16,154.046479,86414.702,164.90779519081116,163.9056842327118,164.9133563041687
17,152.586915,104025.663,164.6984519958496,164.9133563041687,
