step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,200.15496,470.36,600.0,,
1,199.114766,1007.981,600.0,,
2,171.405043,1389.019,600.0,,
3,164.449034,1763.313,600.0,,
4,135.355083,2193.37,600.0,,
5,133.086765,2605.437,203.26807308197021,195.20335292816162,196.66911458969116
6,129.160014,4391.979,203.26807308197021,203.26807308197021,
7,115.926666,6267.038,120.37035989761353,119.27927589416504,120.06877279281616
8,113.672026,6506.134,120.37035989761353,120.37035989761353,
9,111.462388,6735.202,120.37035989761353,120.37035989761353,
10,109.997025,7949.013,120.37035989761353,120.37035989761353,
11,108.095038,9221.159,120.37035989761353,120.37035989761353,
12,102.188618,10257.507,120.37035989761353,120.37035989761353,
13,101.732168,10467.842,118.2085394859314,117.0642602443695,109.78073191642761
14,95.927236,10664.709,118.2085394859314,118.2085394859314,
15,95.927236,-1.0,118.2085394859314,,
