step,orig_time_cost,time_since_start,runtime0,runtime1,runtime2
0,384.5325436592102,4315.309,388.3973186016083,365.750599861145,365.6007330417633
1,334.3252098560333,8490.709,340.4477241039276,329.41169714927673,327.78968477249146
2,162.28734970092773,14067.079,163.26332592964172,146.4890513420105,144.80723643302917
3,141.61671924591064,18424.282,159.5589964389801,147.59616041183472,145.90029406547546
4,139.75970339775085,24353.25,158.7186906337738,146.96931195259094,149.0820758342743
5,132.59786939620972,76743.642,158.7186906337738,147.8717930316925,148.1497085094452
6,116.21516180038452,95709.904,138.70805501937866,128.82417368888855,130.47362804412842
7,113.79476690292358,104357.163,137.18870902061462,125.86950135231018,125.28072476387024
