step,orig_time_cost,time_since_start,runtime0,runtime1,runtime2
0,351.8306384086609,4197.48,382.0746593475342,368.0712511539459,364.4171042442322
1,312.87017917633057,8126.764,339.140034198761,327.2923698425293,330.0317771434784
2,146.00984525680542,13445.57,161.29683685302734,146.48678255081177,151.30480670928955
3,134.38213443756104,17707.272,160.96622776985168,147.6286039352417,146.15580129623413
4,132.9486689567566,23398.583,160.96622776985168,147.14587473869324,145.57106852531433
5,126.91609144210815,35167.194,139.83610272407532,127.37614560127258,127.63121724128723
6,109.68437027931213,40218.763,139.83610272407532,127.71259808540344,127.81658053398132
7,108.04293084144592,100820.622,133.2236361503601,116.97372126579285,116.93201684951782
8,98.32534003257751,108807.175,107.52556324005127,91.99001264572144,91.98752307891846
