step,orig_time_cost,time_since_start,runtime0,runtime1,runtime2
0,371.905725479126,4242.983,380.696049451828,366.5084512233734,367.2059941291809
1,343.90367817878723,8226.478,339.3990442752838,326.95636558532715,328.6572575569153
2,138.12723898887634,13606.769,160.2503674030304,149.44777369499207,149.14141988754272
3,133.41351914405823,39845.182,160.2503674030304,147.95353817939758,149.59167408943176
4,129.55464339256287,48134.817,160.2503674030304,147.55015397071838,149.47198677062988
5,111.01211428642273,104916.711,138.87896060943604,125.43257594108582,126.36496067047119
