step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,167.924556,966.744,167.06737565994263,162.18490529060364,159.77532076835632
1,150.260887,3905.981,147.9752230644226,142.21311140060425,147.27172231674194
2,146.92808,4543.611,142.48853945732117,138.77384233474731,139.37545466423035
3,142.148099,5110.11,137.77663660049438,132.39490294456482,131.45458722114563
4,139.352253,5657.815,132.83707523345947,131.47010588645935,133.30506229400635
5,108.309586,7875.766,104.94867897033691,102.55049467086792,104.06909418106079
6,94.035295,10255.562,94.38848090171814,89.02452635765076,94.06784868240356
7,90.874374,11780.717,94.38848090171814,89.02222228050232,90.3178391456604
8,85.919328,14467.307,85.50447463989258,83.67031335830688,81.95387077331543
9,81.010106,16457.756,82.54405236244202,76.79435610771179,77.40548253059387
10,75.491845,16871.169,79.15531969070435,78.85169339179993,74.20958209037781
11,71.527983,18097.703,74.93394303321838,72.76808834075928,71.31572127342224
12,68.530977,20577.429,72.42677140235901,65.34854435920715,66.33657765388489
13,64.073568,25578.537,66.68815445899963,60.461143255233765,60.763975620269775
14,61.05894,27828.907,62.80035853385925,56.7342746257782,57.527774810791016
15,56.904369,34272.996,62.80035853385925,57.41426134109497,56.175105810165405
16,54.596324,39246.423,59.62351393699646,52.16018009185791,51.961968660354614
17,51.502988,56735.21,54.84749126434326,49.3527512550354,49.40395498275757
18,49.483461,79439.154,54.38397574424744,48.391409158706665,48.39071321487427
19,46.020167,100535.902,50.72677183151245,44.17125105857849,43.987995624542236
20,46.020167,-1.0,50.72677183151245,,
