step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,124.233089,18589.562,115.96085262298584,111.62616896629333,111.43953537940979
1,117.854466,19563.877,103.27462100982666,100.05570244789124,99.96722030639648
2,115.225367,21425.13,102.86822724342346,95.08815288543701,97.26911282539368
3,101.234569,21842.75,94.83769273757935,88.65058493614197,88.25857186317444
4,98.339583,28780.047,92.58516383171082,85.91356682777405,86.16455340385437
5,91.872472,31270.672,92.58516383171082,,
6,87.919272,32849.41,92.58516383171082,,
7,84.588938,33428.594,80.2382447719574,74.00843620300293,74.00245666503906
8,78.324425,42629.083,78.1618423461914,69.93545055389404,70.74377775192261
9,76.155755,44526.712,74.96695685386658,67.70104646682739,67.27860927581787
10,74.12445,55380.384,72.96710777282715,64.9404501914978,64.63276696205139
11,71.884391,74014.675,71.82338571548462,63.28202199935913,64.02721071243286
12,71.432175,80089.092,71.82338571548462,,
