step,time_since_start,runtime0,runtime1,runtime2
0,168,158.0710744857788,155.226172208786,160.78488659858704
1,1214,113.439870595932,105.86580872535706,110.6038658618927
2,2124,111.23051977157593,106.51772117614746,98.98686504364014
3,3064,105.66138029098511,93.51726484298706,93.5081639289856
4,4028,98.7668104171753,86.86422944068909,86.83680462837219
5,4999,98.7668104171753,86.86422944068909,86.83680462837219
6,5964,98.7668104171753,92.16168999671936,92.18117022514343
7,6944,98.7668104171753,92.16168999671936,92.18117022514343
8,7912,94.93424773216248,83.77281713485718,83.64790487289429
9,8895,94.93424773216248,83.77281713485718,83.64790487289429
10,9854,93.68446683883667,83.2602846622467,83.28185081481934
11,10822,93.68446683883667,83.2602846622467,83.28185081481934
12,11805,93.68446683883667,83.2602846622467,83.28185081481934
13,12784,93.68446683883667,83.2602846622467,83.28185081481934
14,13772,93.68446683883667,83.2602846622467,83.28185081481934
15,14799,92.57669401168823,81.6646466255188,83.29236197471619
16,15810,92.01871061325073,82.52729487419128,82.10968708992004
17,16831,92.01871061325073,82.52729487419128,82.10968708992004
18,17859,92.01871061325073,82.96409392356873,82.74117112159729
19,18898,92.01871061325073,82.96409392356873,82.74117112159729
20,19802,92.01871061325073,84.26288032531738,84.36194086074829
21,20714,92.01871061325073,82.93178653717041,82.93104147911072
22,21615,92.01871061325073,82.93178653717041,82.93104147911072
23,22526,92.01871061325073,82.93178653717041,82.93104147911072
24,23448,92.01871061325073,82.93178653717041,82.93104147911072
25,24385,92.01871061325073,82.93178653717041,82.93104147911072
26,25330,92.01871061325073,82.93178653717041,82.93104147911072
27,26268,92.01871061325073,82.93178653717041,82.93104147911072
28,27243,92.01871061325073,82.93178653717041,82.93104147911072
29,28200,92.01871061325073,82.93178653717041,82.93104147911072
30,29152,92.01871061325073,82.93178653717041,82.93104147911072
31,30112,92.01871061325073,84.71334171295166,82.38297247886658
32,31121,92.01871061325073,84.71334171295166,82.38297247886658
33,32100,92.01871061325073,84.71334171295166,82.38297247886658
34,33094,92.01871061325073,84.71334171295166,82.38297247886658
35,34114,92.01871061325073,84.71334171295166,82.38297247886658
36,35109,92.01871061325073,84.71334171295166,82.38297247886658
37,36120,92.01871061325073,84.71334171295166,82.38297247886658
38,37165,92.01871061325073,84.71334171295166,82.38297247886658
39,38175,92.01871061325073,84.71334171295166,82.38297247886658
40,39204,92.01871061325073,84.71334171295166,82.38297247886658
41,40252,92.01871061325073,84.71334171295166,82.38297247886658
42,41296,92.01871061325073,84.71334171295166,82.38297247886658
43,42227,92.01871061325073,84.71334171295166,82.38297247886658
44,43293,92.01871061325073,84.71334171295166,82.38297247886658
45,44347,92.01871061325073,84.71334171295166,82.38297247886658
46,45472,92.01871061325073,84.71334171295166,82.38297247886658
47,46375,92.01871061325073,84.71334171295166,82.38297247886658
48,47432,92.01871061325073,84.71334171295166,82.38297247886658
49,48508,92.01871061325073,84.71334171295166,82.38297247886658
50,49473,92.01871061325073,84.71334171295166,82.38297247886658
51,50447,92.01871061325073,84.71334171295166,82.38297247886658
52,51388,92.01871061325073,84.71334171295166,82.38297247886658
53,52310,92.01871061325073,84.71334171295166,82.38297247886658
54,53255,92.01871061325073,84.71334171295166,82.38297247886658
55,54201,92.01871061325073,82.96409392356873,82.74117112159729
56,55129,92.01871061325073,82.96409392356873,82.74117112159729
57,56093,92.01871061325073,82.96409392356873,82.74117112159729
58,57038,92.01871061325073,82.96409392356873,82.74117112159729
59,57979,92.01871061325073,82.96409392356873,82.74117112159729
60,58891,92.01871061325073,82.96409392356873,82.74117112159729
61,59854,92.01871061325073,82.96409392356873,82.74117112159729
62,60812,92.01871061325073,82.96409392356873,82.74117112159729
63,61788,92.01871061325073,82.96409392356873,82.74117112159729
64,62759,92.01871061325073,82.96409392356873,82.74117112159729
65,63762,92.01871061325073,82.96409392356873,82.74117112159729
66,64715,92.01871061325073,82.96409392356873,82.74117112159729
67,65693,92.01871061325073,82.96409392356873,82.74117112159729
68,66678,92.01871061325073,82.96409392356873,82.74117112159729
69,67694,92.01871061325073,82.96409392356873,82.74117112159729
70,68669,92.01871061325073,82.96409392356873,82.74117112159729
71,69662,92.01871061325073,82.96409392356873,82.74117112159729
72,70704,92.01871061325073,82.96409392356873,82.74117112159729
73,71808,92.01871061325073,82.96409392356873,82.74117112159729
74,72803,92.01871061325073,82.96409392356873,82.74117112159729
75,73830,92.01871061325073,82.96409392356873,82.74117112159729
76,74863,92.01871061325073,82.96409392356873,82.74117112159729
77,75886,92.01871061325073,82.96409392356873,82.74117112159729
78,76917,92.01871061325073,82.96409392356873,82.74117112159729
79,77995,92.01871061325073,82.96409392356873,82.74117112159729
80,79068,92.01871061325073,82.96409392356873,82.74117112159729
81,80172,92.01871061325073,82.96409392356873,82.74117112159729
82,81072,92.01871061325073,82.96409392356873,82.74117112159729
83,81992,92.01871061325073,82.96409392356873,82.74117112159729
84,83057,92.01871061325073,82.96409392356873,82.74117112159729
85,84089,92.01871061325073,82.96409392356873,82.74117112159729
86,85199,92.01871061325073,82.96409392356873,82.74117112159729
87,86304,92.01871061325073,82.96409392356873,82.74117112159729
88,87350,92.01871061325073,82.96409392356873,82.74117112159729
89,88263,92.01871061325073,82.96409392356873,82.74117112159729
90,89354,92.01871061325073,82.96409392356873,82.74117112159729
91,90271,92.01871061325073,82.96409392356873,82.74117112159729
92,91369,92.01871061325073,82.96409392356873,82.74117112159729
93,92441,92.01871061325073,82.96409392356873,82.74117112159729
94,93352,92.01871061325073,82.96409392356873,82.74117112159729
95,94426,92.01871061325073,82.96409392356873,82.74117112159729
96,95377,92.01871061325073,82.96409392356873,82.74117112159729
97,96286,92.01871061325073,82.96409392356873,82.74117112159729
98,97262,92.01871061325073,82.96409392356873,82.74117112159729
99,98391,92.01871061325073,82.96409392356873,82.74117112159729
100,99369,92.01871061325073,82.96409392356873,82.74117112159729
101,100345,92.01871061325073,82.96409392356873,82.74117112159729
102,101263,92.01871061325073,82.96409392356873,82.74117112159729
103,102209,92.01871061325073,82.96409392356873,82.74117112159729
104,103373,92.01871061325073,82.96409392356873,82.74117112159729
105,104351,92.01871061325073,82.96409392356873,82.74117112159729
106,105283,92.01871061325073,82.96409392356873,82.74117112159729
107,106255,92.01871061325073,82.96409392356873,82.74117112159729
108,107256,92.01871061325073,82.96409392356873,82.74117112159729
109,108247,92.01871061325073,82.96409392356873,82.74117112159729
110,-1703046533,92.01871061325073,86.52300357818604,86.67178201675415
