sample,qid,runtime
0,Q1,0.02638101577758789
0,Q2,0.0026373863220214844
0,Q3,0.0036094188690185547
0,Q4,0.002147197723388672
0,Q5,0.5132472515106201
0,Q6,0.4431877136230469
0,Q7,0.10970115661621094
0,Q8,0.558258056640625
0,Q9,0.21236920356750488
0,Q10,0.04566216468811035
0,Q11,0.28644394874572754
0,Q12,0.053858041763305664
0,Q13,0.010183095932006836
0,Q14,0.0469820499420166
0,Q15,0.11120080947875977
0,Q16,0.10429525375366211
0,Q17,0.18440675735473633
0,Q18,0.021253108978271484
0,Q19,0.021525144577026367
0,Q20,0.002996683120727539
0,Q21,1.6369149684906006
0,Q22,0.009440422058105469
0,Q23,1.894397258758545
0,Q24,0.17591547966003418
0,Q25,0.1699068546295166
0,Q26,1.1808397769927979
0,Q27,0.0567317008972168
0,Q28,0.05015897750854492
0,Q29,2.1750497817993164
0,Q30,0.8466286659240723
0,Q31,0.20688414573669434
0,Q32,0.200883150100708
0,Q33,0.30153584480285645
0,Q34,1.351569652557373
0,Q35,0.19414091110229492
0,Q36,0.07136082649230957
0,Q37,2.8550171852111816
0,Q38,0.03245711326599121
0,Q39,0.0313417911529541
0,Q40,0.17000699043273926
0,Q41,0.08812332153320312
0,Q42,0.17020797729492188
0,Q43,0.016450166702270508
0,Q44,1.341648817062378
0,Q45,1.174931526184082
0,Q46,0.7570369243621826
0,Q47,0.6896541118621826
0,Q48,2.143803358078003
0,Q49,0.20278692245483398
0,Q50,0.08332347869873047
0,Q51,0.45088815689086914
0,Q52,0.30179286003112793
0,Q53,0.03762674331665039
0,Q54,0.8637237548828125
0,Q55,0.7156164646148682
0,Q56,0.16152143478393555
0,Q57,3.371384859085083
0,Q58,1.8887393474578857
0,Q59,1.3494646549224854
0,Q60,1.817157506942749
0,Q61,2.8877978324890137
0,Q62,1.767000675201416
0,Q63,1.8560519218444824
0,Q64,2.2443320751190186
0,Q65,3.121227502822876
0,Q66,1.1512956619262695
0,Q67,0.18559026718139648
0,Q68,1.3845150470733643
0,Q69,0.2590150833129883
0,Q70,0.18700671195983887
0,Q71,0.46991705894470215
0,Q72,3.2656705379486084
0,Q73,1.7521922588348389
0,Q74,1.1599695682525635
0,Q75,0.7337162494659424
0,Q76,0.07395410537719727
0,Q77,0.05841517448425293
0,Q78,0.06757450103759766
0,Q79,0.4559950828552246
0,Q80,0.24115657806396484
0,Q81,2.0643770694732666
0,Q82,0.8736531734466553
0,Q83,0.20956730842590332
0,Q84,0.12888360023498535
0,Q85,0.2644767761230469
0,Q86,0.26000285148620605
0,Q87,0.20589470863342285
0,Q88,1.3243353366851807
0,Q89,0.28356003761291504
0,Q90,1.7242107391357422
0,Q91,0.4548156261444092
0,Q92,0.22896504402160645
0,Q93,0.8634030818939209
0,Q94,0.2721099853515625
0,Q95,0.28679919242858887
0,Q96,0.26482224464416504
0,Q97,0.5976088047027588
0,Q98,1.4842963218688965
0,Q99,0.49704742431640625
0,Q100,0.5143747329711914
0,Q101,0.43233299255371094
0,Q102,0.7249598503112793
0,Q103,0.8688600063323975
0,Q104,0.4469742774963379
0,Q105,1.958911657333374
0,Q106,1.6091258525848389
0,Q107,0.6025691032409668
0,Q108,1.9354710578918457
0,Q109,0.0030341148376464844
0,Q110,0.10264396667480469
0,Q111,0.23505306243896484
0,Q112,0.22229528427124023
0,Q113,0.3206021785736084
0,total,79.58584070205688
1,Q1,0.008837699890136719
1,Q2,0.0021674633026123047
1,Q3,0.002988100051879883
1,Q4,0.0021102428436279297
1,Q5,0.5088109970092773
1,Q6,0.4101371765136719
1,Q7,0.1149747371673584
1,Q8,0.5624258518218994
1,Q9,0.1512136459350586
1,Q10,0.03490114212036133
1,Q11,0.25226712226867676
1,Q12,0.04483795166015625
1,Q13,0.008211135864257812
1,Q14,0.050440073013305664
1,Q15,0.11024641990661621
1,Q16,0.10327887535095215
1,Q17,0.18401837348937988
1,Q18,0.010386466979980469
1,Q19,0.018361806869506836
1,Q20,0.0029337406158447266
1,Q21,1.4837965965270996
1,Q22,0.01035928726196289
1,Q23,1.780275821685791
1,Q24,0.15995407104492188
1,Q25,0.1515817642211914
1,Q26,1.239476203918457
1,Q27,0.06058216094970703
1,Q28,0.054651498794555664
1,Q29,2.1361348628997803
1,Q30,0.8843693733215332
1,Q31,0.1963181495666504
1,Q32,0.20561957359313965
1,Q33,0.3023343086242676
1,Q34,1.3661632537841797
1,Q35,0.18157696723937988
1,Q36,0.06585383415222168
1,Q37,2.6834490299224854
1,Q38,0.030649423599243164
1,Q39,0.03340768814086914
1,Q40,0.16405534744262695
1,Q41,0.08568954467773438
1,Q42,0.13388729095458984
1,Q43,0.016314029693603516
1,Q44,1.2152988910675049
1,Q45,1.1580309867858887
1,Q46,0.7727799415588379
1,Q47,0.7476463317871094
1,Q48,2.2409164905548096
1,Q49,0.18084263801574707
1,Q50,0.09028816223144531
1,Q51,0.47595906257629395
1,Q52,0.3025631904602051
1,Q53,0.03748917579650879
1,Q54,0.8484299182891846
1,Q55,0.6727423667907715
1,Q56,0.1767592430114746
1,Q57,3.3749241828918457
1,Q58,1.721717357635498
1,Q59,1.3480749130249023
1,Q60,1.8072245121002197
1,Q61,3.1644210815429688
1,Q62,1.7506651878356934
1,Q63,1.8264515399932861
1,Q64,2.1573586463928223
1,Q65,3.1218690872192383
1,Q66,1.106365442276001
1,Q67,0.17711329460144043
1,Q68,1.3687703609466553
1,Q69,0.24649262428283691
1,Q70,0.18438076972961426
1,Q71,0.4645359516143799
1,Q72,3.2482051849365234
1,Q73,1.626995325088501
1,Q74,1.1438853740692139
1,Q75,0.6680686473846436
1,Q76,0.07346820831298828
1,Q77,0.05847978591918945
1,Q78,0.0676267147064209
1,Q79,0.4519836902618408
1,Q80,0.2380669116973877
1,Q81,1.91190767288208
1,Q82,0.8734750747680664
1,Q83,0.20753860473632812
