step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,3751.6329179243003,173.531,3127.409379723042,3052.2429487235277,2963.823860791659
1,6040.280542351192,1657.193,5272.088353872803,5745.414841734708,5496.566775223034
2,6828.7854585894775,2105.991,6665.861002602279,6603.020999585905,6494.207851279888
3,6865.928828582788,2739.275,6483.531023677224,6515.718088833507,6473.033073881583
4,10580.694890318244,6593.547,9939.458293457083,9777.931477526248,9925.04852613708
5,10653.118005260832,11980.583,10420.897964867307,10359.407941679821,10025.644102850507
6,10727.52204264722,12254.443,10124.318292409162,10182.50411667427,10445.61060281277
7,10791.078672219157,12482.159,10090.205742617061,10218.460565428148,10331.605083396911
8,12817.852232717867,16709.557,13252.63891770372,13040.58754143133,13122.603354251387
9,13283.609737666826,18193.747,13376.398208507853,13258.801992840123,13208.240236221578
10,13464.239790976193,18493.246,13262.686067123177,12909.828949603063,13092.801094645585
