step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,147.628688,8022.328,156.77318692207336,140.9166808128357,141.23218297958374
1,137.51101,8867.222,136.54583477973938,123.39219045639038,130.1347188949585
2,118.304013,9630.034,120.78577470779419,105.42217373847961,104.8406982421875
3,101.462222,10288.094,103.90050768852234,98.93247318267822,98.5396957397461
4,98.897116,10889.701,98.97627401351929,91.41065740585327,91.32174396514893
5,96.079457,17352.675,96.73494052886963,90.377694606781,90.38725900650024
6,89.940476,18917.04,94.13232445716858,86.3868579864502,86.54054236412048
7,86.77653,19444.128,92.3493242263794,83.0345287322998,82.71399545669556
8,82.910272,20453.552,86.67527794837952,77.67488145828247,77.43947911262512
9,80.059147,23223.88,86.67527794837952,77.47017312049866,77.23283410072327
10,72.310133,30296.559,82.0446150302887,71.88294911384583,69.53075838088989
11,68.547328,31213.87,80.06516194343567,70.14763498306274,65.8631443977356
12,66.358165,32561.201,78.86715865135193,64.44595670700073,64.56248927116394
13,64.105974,37568.553,73.51797890663147,61.803197383880615,61.60471510887146
14,61.100342,41168.93,67.37086915969849,56.35614323616028,57.06357455253601
15,58.316732,49472.982,66.62873864173889,54.48870921134949,54.045910358428955
16,55.745736,52953.86,63.58742904663086,51.69864845275879,52.026636838912964
17,53.480347,70105.443,63.58742904663086,52.78037095069885,52.24395394325256
18,51.442159,85410.113,60.7100133895874,49.60281729698181,49.545456647872925
19,50.764725,93284.246,60.7100133895874,48.82095241546631,49.188180446624756
20,50.764725,-1.0,60.7100133895874,,
