step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,145.443313,1112.668,146.95464491844177,138.01588678359985,137.9386007785797
1,124.338776,2248.069,126.19908237457275,115.66575741767883,115.04589748382568
2,95.561728,3694.292,99.68982553482056,88.7947371006012,89.34363579750061
3,90.431817,7287.917,90.42075681686401,83.89377164840698,83.78753280639648
4,82.365461,8032.621,81.83937644958496,73.63920092582703,74.27005648612976
5,76.194433,9342.022,78.2675461769104,72.37731075286865,71.98378562927246
6,69.834795,11997.708,74.61283850669861,67.51068806648254,68.01497220993042
7,66.131558,24368.972,71.91417026519775,62.96893358230591,63.35081100463867
8,60.720348,25644.79,65.85496044158936,58.088876485824585,57.75067114830017
9,58.659715,33335.301,63.71097135543823,56.092658042907715,55.35190296173096
10,55.246624,46435.087,60.36109209060669,51.91049361228943,52.22379660606384
11,51.254788,67420.697,55.226752281188965,47.0884051322937,48.68529224395752
12,49.063926,77414.432,54.08766794204712,46.81679964065552,46.3139111995697
13,46.68178,95919.618,52.51624393463135,44.553860664367676,43.78817129135132
14,46.68178,-1.0,52.51624393463135,,
