step,orig_cost,time_since_start,runtime0,runtime1,runtime2,p990,p991,p992,avg0,avg1,avg2
0,2617.2463430055936,347.149,2807.7317465615515,2755.2213356761067,2754.6877913464646,233497.0,240245.0,238644.0,14185.0,14466.0,14484.0
1,3982.195760984479,1027.684,3399.275254125969,3249.5736408798925,3269.492101348784,71550.0,74001.0,75731.0,11742.0,12287.0,12212.0
2,5934.498781935293,8607.415,5348.2252807467985,4578.023351238673,4686.468416584329,37690.0,47831.0,45974.0,7440.0,8701.0,8497.0
3,11272.48874057881,13796.053,11032.411643609645,11020.645144658909,10778.141338101967,20995.0,20731.0,20933.0,3617.0,3620.0,3702.0
4,12566.926194194013,17084.794,12897.764797095693,12563.419702232348,12511.169878676616,14505.0,15003.0,15304.0,3094.0,3175.0,3191.0
