step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,226.120677,4554.511,218.36655473709106,215.16913986206055,217.5543577671051
1,219.750765,5343.785,218.36655473709106,218.36655473709106,
2,212.518533,6108.022,211.82166123390198,207.17614221572876,212.8796956539154
3,208.574799,6872.552,212.8796956539154,212.8796956539154,
4,205.794899,8560.746,212.8796956539154,212.8796956539154,
5,191.0781,13633.727,212.8796956539154,212.8796956539154,
6,188.609286,15723.223,212.8796956539154,212.8796956539154,
7,186.405865,16396.885,212.8796956539154,212.8796956539154,
8,181.246642,22204.444,212.8796956539154,212.8796956539154,
9,173.946866,23527.303,212.8796956539154,212.8796956539154,
10,171.674366,24175.767,212.8796956539154,212.8796956539154,
11,167.179006,24806.293,212.8796956539154,212.8796956539154,
12,164.12553,31094.759,212.8796956539154,212.8796956539154,
13,160.227848,37870.829,212.8796956539154,212.8796956539154,
14,158.098311,45764.044,212.8796956539154,212.8796956539154,
15,153.169822,46968.457,212.8796956539154,212.8796956539154,
16,149.256513,62504.004,212.8796956539154,212.8796956539154,
17,146.870698,82705.435,212.8796956539154,212.8796956539154,
18,144.804299,97212.443,212.8796956539154,212.8796956539154,
19,144.506188,106814.846,212.8796956539154,212.8796956539154,
20,144.506188,-1.0,212.8796956539154,,
