step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,203.902055,1084.051,191.1754870414734,190.74683690071106,191.75806379318237
1,178.87745,1820.273,169.49596285820007,170.13181900978088,168.3947024345398
2,135.712837,2412.883,127.58833026885986,123.1759581565857,128.61877417564392
3,129.590422,2921.39,123.27132606506348,113.59083127975464,120.97542071342468
4,125.050843,4876.64,113.48598575592041,111.36434888839722,112.99053359031677
5,116.04305,5348.002,109.99372410774231,105.86500287055969,107.37148237228394
6,110.107126,5789.843,108.2829475402832,101.00041079521179,101.23788285255432
7,107.025734,6223.025,106.71574449539185,99.05355930328369,99.2219979763031
8,99.434532,9807.728,95.76177096366882,91.57015323638916,96.87802028656006
9,89.588562,10200.406,87.34144330024719,84.36449956893921,83.62028121948242
10,83.821678,10929.598,87.34144330024719,81.11183762550354,83.71871066093445
11,81.493662,12098.899,83.05401659011841,76.7164855003357,77.97904777526855
12,78.127605,16305.704,78.39225840568542,73.51328134536743,72.24340415000916
13,71.821551,18698.192,69.34471654891968,65.94118642807007,66.3756730556488
14,68.297793,23154.231,68.00474524497986,62.93138360977173,62.970072507858276
15,61.985617,30467.26,63.12461709976196,57.78360867500305,57.894402742385864
16,58.885016,39492.351,60.31110405921936,54.52554893493652,54.72198224067688
17,56.788658,64856.26,58.39692974090576,53.57181668281555,53.62382912635803
18,51.817279,68740.551,54.374900579452515,49.28911089897156,49.303807973861694
19,51.300722,80647.593,53.160966873168945,47.77079629898071,48.893856048583984
20,51.300722,-1.0,53.160966873168945,,
