step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,127.843268,1063.854,144.5790457725525,120.57873868942261,120.20176005363464
1,108.131301,2223.521,113.29098343849182,99.68783330917358,101.57853126525879
2,105.091818,3705.333,107.16158771514893,100.26141595840454,99.88007473945618
3,100.460445,6677.267,102.67423582077026,92.96767258644104,92.25541639328003
4,92.615254,7530.749,97.80300235748291,87.9807550907135,88.58864140510559
5,90.148974,8336.751,94.39857506752014,85.44482326507568,85.0935263633728
6,88.07703,9685.949,91.71963238716125,83.13520741462708,82.53799962997437
7,81.979026,17990.834,85.55570888519287,77.65756821632385,77.52452182769775
8,78.046461,24784.384,83.70498943328857,71.04767370223999,71.52769613265991
9,71.081523,25536.472,77.01389741897583,66.31571245193481,65.89262366294861
10,68.865072,26818.669,77.01389741897583,68.51173090934753,67.54805755615234
11,66.382446,33001.731,72.89780282974243,61.852375507354736,62.09770083427429
12,60.014452,39673.478,65.80605959892273,54.88135623931885,55.01109957695007
13,57.167762,42271.352,64.10526180267334,54.82958674430847,54.5358452796936
14,55.077404,78170.174,60.83081293106079,51.77006793022156,51.44068646430969
15,52.122322,93612.333,59.81740069389343,49.608168840408325,49.96433782577515
16,51.763547,103622.841,58.27212619781494,47.79864549636841,48.420170068740845
17,51.763547,-1.0,58.27212619781494,,
