step,orig_cost,time_since_start,runtime0,runtime1,runtime2,p990,p991,p992,avg0,avg1,avg2
0,3788.336016494096,170.881,3376.9906063236053,3236.5977617308176,3379.298684482775,139038.0,154784.0,152257.0,11826.0,12346.0,11825.0
1,5984.196352858204,1530.862,6053.943494129624,5988.76165323257,5611.125567866433,82583.0,84871.0,85772.0,6592.0,6661.0,7113.0
2,6864.315592834905,1963.89,6899.003290485275,6758.973525450916,6745.672780903498,75940.0,75549.0,76275.0,5787.0,5907.0,5919.0
3,10553.276304401581,5159.097,10234.935389411621,10076.725101615551,10066.886655528853,29871.0,31203.0,30760.0,3900.0,3961.0,3964.0
4,13239.526909294218,17701.191,12899.676472274097,12902.531458317362,12876.623290279435,8773.0,8700.0,8757.0,3094.0,3095.0,3099.0
5,13561.522678737732,23206.516,12507.530606274744,12421.413794408518,12441.568709129293,9360.0,9259.0,9275.0,3190.0,3212.0,3206.0
