step,orig_cost,time_since_start,runtime0,runtime1,runtime2,p990,p991,p992,avg0,avg1,avg2
0,3751.6329179243003,173.531,3756.9630030915864,3613.9566850990004,3405.383952954294,125111.0,135044.0,144185.0,10637.0,11056.0,11722.0
1,6040.280542351192,1657.193,5947.976519906949,5751.445759595788,5948.18637513227,84965.0,86540.0,84045.0,6712.0,6940.0,6712.0
2,6828.7854585894775,2105.991,6796.495268860987,6763.8279437273795,6781.1306123761415,76397.0,75679.0,75761.0,5875.0,5902.0,5888.0
3,10580.694890318244,6593.547,10450.712316956055,10145.549128018469,10214.558553824061,30918.0,31041.0,31393.0,3820.0,3934.0,3907.0
4,12817.852232717867,16709.557,12845.135136590336,12794.320836906933,12940.290669432432,8332.0,8684.0,8072.0,3107.0,3121.0,3085.0
5,13464.239790976193,18493.246,13022.050798529319,12759.77661570095,12916.247127314298,8766.0,8868.0,8651.0,3065.0,3128.0,3091.0
