step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,210.975474,6188.395,195.55729627609253,203.10134959220886,198.5975866317749
1,203.389669,6922.215,194.90312433242798,189.96985411643982,194.44443011283875
2,197.240414,7632.007,184.49239039421082,188.90462446212769,188.962984085083
3,186.463631,13144.908,183.20811796188354,184.6597876548767,184.52647161483765
4,182.913782,14492.908,184.6597876548767,,
5,180.440824,15812.931,184.6597876548767,,
6,170.900597,21499.444,174.01610136032104,172.44592928886414,172.35792469978333
7,166.76965,23412.599,169.04885172843933,168.6504611968994,169.60844159126282
8,164.192529,38043.575,169.60844159126282,,
9,159.561805,47938.479,167.5424976348877,169.60844159126282,
10,156.305064,62681.981,158.59926629066467,157.93994426727295,162.18448758125305
11,153.555824,68998.686,159.18501138687134,160.39082312583923,162.18448758125305
12,149.772871,92258.029,160.8098497390747,162.18448758125305,
