step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,126.278977,4724.502,114.37247014045715,108.3750057220459,110.92533612251282
1,122.971683,5207.036,112.57850956916809,112.49253582954407,109.28971481323242
2,106.05712,5643.97,103.78501439094543,98.17084455490112,97.43663382530212
3,103.326663,8643.808,97.50017380714417,91.60789585113525,91.4898784160614
4,97.57754,9860.219,94.40291929244995,87.69308185577393,88.22959208488464
5,94.702847,10226.738,91.4735095500946,85.2534692287445,84.57012748718262
6,88.764766,10940.634,86.79761719703674,79.3037121295929,78.13711047172546
7,83.815045,11272.348,81.42587447166443,74.82749104499817,74.62392091751099
8,78.539111,21711.776,76.95466876029968,70.52771949768066,70.53800439834595
9,70.893823,22699.451,72.936039686203,65.77496433258057,65.67714142799377
10,66.119728,28361.749,68.91513586044312,60.72383689880371,60.50140023231506
11,62.577635,35130.158,63.27784442901611,54.9175488948822,54.17950916290283
12,57.404295,38677.177,59.92519521713257,50.027902603149414,50.004557371139526
13,54.447707,43619.175,53.66940641403198,47.45520782470703,48.01290321350098
14,52.002463,47441.459,51.8596351146698,45.6245334148407,45.22712993621826
15,49.895754,87581.638,50.613856077194214,44.15097951889038,43.92376208305359
16,49.114112,90642.298,50.20038604736328,44.27407765388489,44.21890044212341
