step,time_since_start,runtime0,runtime1,runtime2
0,362,200.22110176086426,166.01106715202332,166.3555817604065
1,2127,111.29846143722534,102.72885918617249,102.26294183731079
2,3121,107.73747658729553,98.40607333183289,98.12531590461731
3,4023,104.09667015075684,97.0849723815918,96.98001742362976
4,5203,97.13412094116211,87.08850979804993,87.30857563018799
5,6391,97.13412094116211,92.39153409004211,92.2180404663086
6,7649,97.13681173324585,87.60904002189636,87.27309703826904
7,8887,96.26583313941956,87.50371932983398,87.70689225196838
8,10177,96.26583313941956,90.31210231781006,92.30722308158875
9,11432,96.26583313941956,90.31210231781006,92.30722308158875
10,12682,96.26583313941956,90.31210231781006,92.30722308158875
11,13987,96.26583313941956,87.50371932983398,87.70689225196838
12,15308,96.27070617675781,87.35945081710815,90.40844631195068
13,16632,96.27070617675781,87.35945081710815,90.40844631195068
14,17973,96.26583313941956,87.24646544456482,90.3890790939331
15,19365,96.26583313941956,87.24646544456482,90.3890790939331
16,20285,96.26583313941956,87.24646544456482,90.3890790939331
17,21213,96.26583313941956,90.02444744110107,92.30233669281006
18,22145,96.26583313941956,92.31871628761292,92.1692066192627
19,23060,96.26583313941956,92.31871628761292,92.1692066192627
20,24018,96.26583313941956,92.31871628761292,92.1692066192627
21,24961,96.26583313941956,92.31871628761292,92.1692066192627
22,25969,96.26583313941956,92.31871628761292,92.1692066192627
23,26912,96.26583313941956,86.72151637077332,86.56461763381958
24,27882,96.26583313941956,86.72151637077332,86.56461763381958
25,28876,96.26583313941956,86.50879430770874,86.6703896522522
26,29859,96.26583313941956,86.50879430770874,86.6703896522522
27,30849,96.26583313941956,86.50879430770874,86.6703896522522
28,31917,96.26583313941956,86.50879430770874,86.6703896522522
29,32965,96.26583313941956,86.82091498374939,86.44726395606995
30,34016,96.26583313941956,86.82091498374939,86.44726395606995
31,35087,96.26583313941956,86.82091498374939,86.44726395606995
32,36183,96.26583313941956,86.82091498374939,86.44726395606995
33,37286,96.26583313941956,86.82091498374939,86.44726395606995
34,38333,96.26583313941956,86.82091498374939,86.44726395606995
35,39350,96.26583313941956,86.82091498374939,86.44726395606995
36,40441,96.26583313941956,86.82091498374939,86.44726395606995
37,41500,96.26583313941956,86.82091498374939,86.44726395606995
38,42611,96.26583313941956,86.82091498374939,86.44726395606995
39,43704,96.26583313941956,86.82091498374939,86.44726395606995
40,44759,96.26583313941956,86.82091498374939,86.44726395606995
41,45899,96.26583313941956,86.82091498374939,86.44726395606995
42,47024,96.26583313941956,86.82091498374939,86.44726395606995
43,48146,96.26583313941956,86.82091498374939,86.44726395606995
44,49277,96.26583313941956,86.82091498374939,86.44726395606995
45,50395,96.26583313941956,86.82091498374939,86.44726395606995
46,51540,96.26583313941956,86.82091498374939,86.44726395606995
47,52704,96.26583313941956,86.82091498374939,86.44726395606995
48,53805,96.26583313941956,86.82091498374939,86.44726395606995
49,54938,96.26583313941956,86.82091498374939,86.44726395606995
50,56103,96.26583313941956,86.82091498374939,86.44726395606995
51,57250,96.26583313941956,86.82091498374939,86.44726395606995
52,58407,96.26583313941956,86.82091498374939,86.44726395606995
53,59592,96.26583313941956,86.82091498374939,86.44726395606995
54,60758,96.26583313941956,86.82091498374939,86.44726395606995
55,61962,96.26583313941956,86.82091498374939,86.44726395606995
56,63182,96.26583313941956,86.82091498374939,86.44726395606995
57,64423,96.26583313941956,86.82091498374939,86.44726395606995
58,65644,96.26583313941956,86.82091498374939,86.44726395606995
59,66842,96.26583313941956,86.82091498374939,86.44726395606995
60,68068,96.26583313941956,86.82091498374939,86.44726395606995
61,69266,96.26583313941956,86.48227262496948,86.58603954315186
62,70515,96.26583313941956,86.48227262496948,86.58603954315186
63,71757,96.26583313941956,86.48227262496948,86.58603954315186
64,73021,96.26583313941956,86.48227262496948,86.58603954315186
65,74278,96.26583313941956,86.48227262496948,86.58603954315186
66,75565,96.26583313941956,86.48227262496948,86.58603954315186
67,76797,96.26583313941956,86.48227262496948,86.58603954315186
68,78037,96.26583313941956,86.48227262496948,86.58603954315186
69,79294,96.26583313941956,86.48227262496948,86.58603954315186
70,80577,96.26583313941956,86.48227262496948,86.58603954315186
71,81834,96.26583313941956,86.48227262496948,86.58603954315186
72,83133,96.26583313941956,86.48227262496948,86.58603954315186
73,84414,96.26583313941956,86.48227262496948,86.58603954315186
74,85688,96.26583313941956,86.48227262496948,86.58603954315186
75,87003,96.26583313941956,86.48227262496948,86.58603954315186
76,88347,96.26583313941956,86.48227262496948,86.58603954315186
77,89682,96.26583313941956,86.48227262496948,86.58603954315186
78,91001,96.26583313941956,86.48227262496948,86.58603954315186
79,92308,96.26583313941956,86.48227262496948,86.58603954315186
80,93629,96.26583313941956,86.48227262496948,86.58603954315186
81,94935,96.26583313941956,86.48227262496948,86.58603954315186
82,96283,96.26583313941956,86.48227262496948,86.58603954315186
83,97615,96.26583313941956,86.48227262496948,86.58603954315186
84,98945,96.26583313941956,86.48227262496948,86.58603954315186
85,100260,96.26583313941956,86.48227262496948,86.58603954315186
86,101605,96.26583313941956,86.48227262496948,86.58603954315186
87,102971,96.26583313941956,86.48227262496948,86.58603954315186
88,104316,96.26583313941956,86.48227262496948,86.58603954315186
89,105671,96.26583313941956,86.48227262496948,86.58603954315186
90,107054,96.26583313941956,86.48227262496948,86.58603954315186
91,108423,96.26583313941956,86.48227262496948,86.58603954315186
92,-1703111165,96.26583313941956,87.21182918548584,87.80246663093567
