step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,173.368935,4451.655,174.5614573955536,163.52582907676697,165.7303729057312
1,166.432943,5671.87,164.47974944114685,150.03212475776672,157.80669689178467
2,164.143157,6257.705,147.4609375,149.62760281562805,145.6185052394867
3,157.766491,6828.558,149.62760281562805,,
4,154.920894,12188.642,144.44795417785645,149.62760281562805,
5,152.867414,12748.456,144.16981029510498,144.11627864837646,144.17221975326538
6,150.716524,18935.955,135.57783961296082,135.73881578445435,135.87275218963623
7,139.677784,20034.452,131.9329695701599,126.33819627761841,131.41830348968506
8,136.361508,21669.586,127.06797981262207,127.39430689811707,127.90776467323303
9,132.828475,23129.804,127.17494606971741,119.85303688049316,124.70977830886841
10,129.751134,33671.659,117.11815905570984,116.09264516830444,124.91040110588074
11,126.027857,35160.857,116.78210067749023,116.43410420417786,112.73313522338867
12,121.505579,37655.193,116.78210067749023,,
13,118.615069,45754.846,113.4490978717804,115.06840777397156,116.78210067749023
14,116.441318,54528.95,111.27845740318298,110.61113595962524,112.56817436218262
15,114.265498,61684.314,112.56817436218262,,
16,111.434922,64080.325,112.56817436218262,,
17,109.246702,75729.997,112.56817436218262,,
18,106.864084,102195.53,108.62580442428589,112.1465790271759,107.49536275863647
