step,orig_cost,time_since_start,runtime0,runtime1,runtime2,p990,p991,p992,avg0,avg1,avg2
0,3952.7023616095976,415.974,3608.755232789878,3573.2764701531078,3293.625994022103,48130.0,49220.0,52375.0,11070.0,11179.0,12125.0
1,5401.781166387796,1796.743,4879.482132802546,4506.963655209082,4325.322593970644,53047.0,59118.0,62445.0,8167.0,8842.0,9217.0
2,14029.442124028263,11366.822,13232.083601012957,12991.176476874693,12641.776445978594,14511.0,15273.0,15290.0,3017.0,3072.0,3155.0
3,16264.897010090344,15976.661,15336.877075441469,15006.63598330177,14973.666788204264,10810.0,16430.0,17043.0,2601.0,2660.0,2665.0
4,16336.922144219265,19636.715,13622.922802289866,12998.4685893821,12963.644397027387,23194.0,20530.0,19831.0,2927.0,3067.0,3073.0
