step,orig_cost,time_since_start,runtime0,runtime1,runtime2
0,105.716374,10052.228,103.59972143173218,99.9746618270874,105.01628994941711
1,102.015267,10702.543,103.68116283416748,93.56781554222107,96.23402667045593
2,99.604042,11336.782,103.68116283416748,94.28766751289368,94.81139159202576
3,95.371138,13804.694,100.58636569976807,89.68644714355469,88.94555616378784
4,76.306514,15535.27,78.89079451560974,71.9112594127655,71.64135241508484
5,74.279482,16500.42,77.40827322006226,69.11281609535217,69.09253978729248
6,70.428412,16968.214,74.10263752937317,65.36631751060486,66.05399537086487
7,67.954677,21220.252,74.10263752937317,63.49521088600159,64.1253011226654
8,61.63903,22071.26,69.3979651927948,57.00912070274353,56.46964168548584
9,59.506988,25159.52,69.3979651927948,56.89248061180115,56.57401490211487
10,57.362732,30736.224,69.01221179962158,54.30538845062256,53.934783935546875
11,55.085744,36547.946,66.43912196159363,52.65956997871399,52.143797159194946
12,52.565767,58346.995,61.65729475021362,49.86461138725281,49.28943157196045
13,50.099323,82622.062,58.781429290771484,48.072505712509155,47.17726182937622
14,49.787387,105652.584,58.173293590545654,47.103999376297,47.290884256362915
15,49.787387,-1.0,58.173293590545654,,
