step,orig_time_cost,time_since_start,runtime0,runtime1,runtime2
0,248.16964960098267,3823.137,238.45970511436462,233.20742678642273,233.4853060245514
1,247.20505619049072,6830.826,236.0363655090332,230.84367847442627,228.97116613388062
2,207.72491216659546,11373.5,206.23014187812805,200.3516891002655,201.74326395988464
3,203.29245924949646,29950.552,206.23014187812805,203.14192628860474,202.5006401538849
