step,orig_time_cost,time_since_start,runtime0,runtime1,runtime2
0,243.74700355529785,3806.046,234.03472542762756,230.1570644378662,229.5833203792572
1,210.65095901489258,9736.925,207.15437173843384,200.4220950603485,201.02570724487305
2,202.1296751499176,37123.356,207.15437173843384,202.28933262825012,201.7254605293274
