step,orig_time_cost,time_since_start,runtime0,runtime1,runtime2
0,236.4495689868927,21940.158,235.8772222995758,228.246488571167,229.45546078681946
1,233.22525024414062,39684.621,235.8772222995758,229.9194438457489,230.07926058769226
2,232.704425573349,45149.552,235.6093556880951,228.66161274909973,230.22874879837036
3,230.40346670150757,90912.56,214.72477221488953,203.49598145484924,220.91967511177063
4,206.31090092658997,94374.541,220.91967511177063,209.710022687912,210.1195912361145
5,187.9492917060852,99818.222,186.89405488967896,180.50767970085144,179.70768523216248
6,172.88263034820557,105137.579,178.2700641155243,166.51398015022278,166.7232027053833
7,171.8520085811615,107658.549,165.5528519153595,163.82153487205505,164.39735555648804
