step,orig_time_cost,time_since_start,runtime0,runtime1,runtime2
0,236.62223100662231,26287.796,235.45500540733337,231.4219033718109,230.64157056808472
1,234.31639432907104,50900.063,233.722749710083,228.9018578529358,227.79560685157776
