step,orig_time_cost,time_since_start,runtime0,runtime1,runtime2
0,239.74160981178284,3797.257,237.6907606124878,230.49736380577087,229.3139500617981
1,210.03713822364807,9662.911,207.62678337097168,200.7266390323639,201.54859519004822
2,209.52250051498413,13634.124,207.0349051952362,202.303719997406,201.94777250289917
3,204.51811408996582,33986.962,205.9069972038269,200.27058696746826,198.56842422485352
