step,orig_time_cost,time_since_start,runtime0,runtime1,runtime2
0,253.62865209579468,3820.255,237.17147517204285,230.08265733718872,230.49401664733887
1,243.5051052570343,6953.705,233.17452383041382,229.8037850856781,230.03354454040527
2,204.67020988464355,11477.772,206.70420050621033,202.2167067527771,203.50225710868835
3,203.50374054908752,31892.93,205.99839448928833,201.31974148750305,201.08553266525269
4,201.07350254058838,59524.909,205.99839448928833,197.7031011581421,197.87595438957214
5,194.03366780281067,69803.511,186.1495771408081,176.15150475502014,178.93025422096252
