step,idxlist,knobs,time_since_start,runtime0,runtime1,runtime2
10,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',1829.0,300.0,,
11,"CREATE INDEX IDX_store_sales_984 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_CDEMO_SK,SS_STORE_SK,SS_PROMO_SK);,CREATE INDEX IDX_store_sales_53 ON STORE_SALES (SS_LIST_PRICE,SS_ADDR_SK);,CREATE INDEX IDX_store_sales_94 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_STORE_SK);,CREATE INDEX IDX_store_sales_3658 ON STORE_SALES (SS_ITEM_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_LIST_PRICE,SS_CDEMO_SK,SS_ADDR_SK,SS_STORE_SK,SS_WHOLESALE_COST);","shared_buffers = '4GB',work_mem = 64,enable_nestloop = off,random_page_cost = 100000,temp_buffers = 100000,max_parallel_workers_per_gather = 20",2473.0,300.0,,
12,"CREATE INDEX IDX_store_sales_1474 ON STORE_SALES (SS_TICKET_NUMBER,SS_LIST_PRICE,SS_CDEMO_SK,SS_HDEMO_SK,SS_ADDR_SK);,CREATE INDEX IDX_store_sales_53 ON STORE_SALES (SS_LIST_PRICE,SS_ADDR_SK);,CREATE INDEX IDX_store_sales_97 ON STORE_SALES (SS_SOLD_DATE_SK,SS_TICKET_NUMBER,SS_LIST_PRICE);","max_worker_processes = 0,random_page_cost = 0,maintenance_work_mem = 262144,shared_buffers = '1GB',enable_bitmapscan = off,max_parallel_workers = 0",2660.0,300.0,,
13,"CREATE INDEX IDX_store_sales_1474 ON STORE_SALES (SS_TICKET_NUMBER,SS_LIST_PRICE,SS_CDEMO_SK,SS_HDEMO_SK,SS_ADDR_SK);,CREATE INDEX IDX_store_sales_53 ON STORE_SALES (SS_LIST_PRICE,SS_ADDR_SK);,CREATE INDEX IDX_store_sales_97 ON STORE_SALES (SS_SOLD_DATE_SK,SS_TICKET_NUMBER,SS_LIST_PRICE);","temp_buffers = 100,random_page_cost = 100,max_parallel_workers_per_gather = 20,enable_indexscan = off,enable_tidscan = off,work_mem = 32768",2665.0,300.0,,
14,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',2733.0,300.0,,
15,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',3083.0,300.0,,
16,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',3666.0,300.0,,
17,"CREATE INDEX IDX_store_sales_51 ON STORE_SALES (SS_LIST_PRICE,SS_CDEMO_SK);,CREATE INDEX IDX_web_sales_33 ON WEB_SALES (WS_SOLD_DATE_SK,WS_BILL_CUSTOMER_SK,WS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_3124 ON STORE_SALES (SS_ITEM_SK,SS_TICKET_NUMBER,SS_LIST_PRICE,SS_CDEMO_SK,SS_ADDR_SK,SS_STORE_SK,SS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_1384 ON STORE_SALES (SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_HDEMO_SK,SS_PROMO_SK,SS_WHOLESALE_COST);","seq_page_cost = 1000,enable_bitmapscan = off,enable_mergejoin = off,effective_io_concurrency = 100,max_worker_processes = 0,enable_nestloop = off",4056.0,300.0,,
18,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',4573.0,300.0,,
19,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',4904.0,300.0,,
20,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',5481.0,300.0,,
21,"CREATE INDEX IDX_store_sales_3327 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_LIST_PRICE,SS_HDEMO_SK,SS_ADDR_SK,SS_PROMO_SK);,CREATE INDEX IDX_item_9 ON ITEM (I_CATEGORY,I_MANAGER_ID);,CREATE INDEX IDX_store_sales_1880 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_LIST_PRICE,SS_HDEMO_SK,SS_STORE_SK,SS_WHOLESALE_COST);","enable_nestloop = off,shared_buffers = '4GB',effective_io_concurrency = 100,max_parallel_workers_per_gather = 10,random_page_cost = 0,hash_mem_multiplier = 100",5846.0,300.0,,
22,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',6459.0,300.0,,
23,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',7133.0,300.0,,
24,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',7369.0,300.0,,
25,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',8161.0,300.0,,
26,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',8273.0,300.0,,
27,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',9178.0,300.0,,
28,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',9184.0,300.0,,
29,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',10024.0,300.0,,
30,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',10081.0,300.0,,
31,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',10842.0,300.0,,
32,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',11002.0,300.0,,
33,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',11639.0,300.0,,
34,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',11960.0,300.0,,
35,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',12914.0,300.0,,
36,"CREATE INDEX IDX_store_sales_134 ON STORE_SALES (SS_ITEM_SK,SS_CUSTOMER_SK,SS_LIST_PRICE);,CREATE INDEX IDX_store_sales_460 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ADDR_SK,SS_STORE_SK,SS_WHOLESALE_COST);","max_parallel_workers_per_gather = 10,hash_mem_multiplier = 10,seq_page_cost = 10,random_page_cost = 1000,shared_buffers = '4GB',max_parallel_workers = 4",13567.0,300.0,,
37,"CREATE INDEX IDX_store_sales_134 ON STORE_SALES (SS_ITEM_SK,SS_CUSTOMER_SK,SS_LIST_PRICE);,CREATE INDEX IDX_store_sales_460 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ADDR_SK,SS_STORE_SK,SS_WHOLESALE_COST);","hash_mem_multiplier = 1000,work_mem = 64,enable_tidscan = off,effective_io_concurrency = 0,enable_parallel_hash = off,effective_cache_size = 262144",13594.0,300.0,,
38,"CREATE INDEX IDX_store_sales_134 ON STORE_SALES (SS_ITEM_SK,SS_CUSTOMER_SK,SS_LIST_PRICE);,CREATE INDEX IDX_store_sales_460 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ADDR_SK,SS_STORE_SK,SS_WHOLESALE_COST);","max_worker_processes = 10,enable_bitmapscan = off,temp_buffers = 1000,enable_mergejoin = off,enable_material = off,random_page_cost = 0",13650.0,300.0,,
39,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',13823.0,300.0,,
40,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',14737.0,300.0,,
41,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',15216.0,300.0,,
42,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',15661.0,300.0,,
43,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',16350.0,300.0,,
44,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',16579.0,300.0,,
45,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',17364.0,300.0,,
46,"CREATE INDEX IDX_customer_26 ON CUSTOMER (C_CURRENT_HDEMO_SK,C_FIRST_SHIPTO_DATE_SK);,CREATE INDEX IDX_store_sales_335 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_HDEMO_SK,SS_PROMO_SK);,CREATE INDEX IDX_store_sales_89 ON STORE_SALES (SS_SOLD_DATE_SK,SS_CUSTOMER_SK,SS_LIST_PRICE);","maintenance_work_mem = 262144,enable_bitmapscan = off,enable_indexscan = off,enable_nestloop = off,seq_page_cost = 1000,work_mem = 262144",17458.0,300.0,,
47,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',17485.0,300.0,,
48,"CREATE INDEX IDX_date_dim_6 ON DATE_DIM (D_DATE_SK,D_DATE,D_YEAR);,CREATE INDEX IDX_store_sales_1689 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_TICKET_NUMBER,SS_LIST_PRICE,SS_PROMO_SK,SS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_1369 ON STORE_SALES (SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_CDEMO_SK,SS_HDEMO_SK,SS_ADDR_SK);,CREATE INDEX IDX_store_sales_1600 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_CDEMO_SK,SS_STORE_SK);","maintenance_work_mem = 262144,max_worker_processes = 4,enable_hashagg = off,temp_buffers = 100000,random_page_cost = 1000,enable_parallel_hash = off",18279.0,300.0,,
49,"CREATE INDEX IDX_date_dim_6 ON DATE_DIM (D_DATE_SK,D_DATE,D_YEAR);,CREATE INDEX IDX_store_sales_1689 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_TICKET_NUMBER,SS_LIST_PRICE,SS_PROMO_SK,SS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_1369 ON STORE_SALES (SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_CDEMO_SK,SS_HDEMO_SK,SS_ADDR_SK);,CREATE INDEX IDX_store_sales_1600 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_CDEMO_SK,SS_STORE_SK);","max_parallel_workers_per_gather = 0,max_worker_processes = 20,work_mem = 2097152,seq_page_cost = 100,enable_tidscan = off,hash_mem_multiplier = 10",18445.0,300.0,,
50,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',18445.0,300.0,,
51,"CREATE INDEX IDX_date_dim_6 ON DATE_DIM (D_DATE_SK,D_DATE,D_YEAR);,CREATE INDEX IDX_store_sales_1689 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_TICKET_NUMBER,SS_LIST_PRICE,SS_PROMO_SK,SS_WHOLESALE_COST);,CREATE INDEX IDX_store_sales_1369 ON STORE_SALES (SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_CDEMO_SK,SS_HDEMO_SK,SS_ADDR_SK);,CREATE INDEX IDX_store_sales_1600 ON STORE_SALES (SS_SOLD_DATE_SK,SS_ITEM_SK,SS_CUSTOMER_SK,SS_TICKET_NUMBER,SS_CDEMO_SK,SS_STORE_SK);","seq_page_cost = 10,hash_mem_multiplier = 10,max_worker_processes = 20,maintenance_work_mem = 32768,work_mem = 2097152,random_page_cost = 0",18610.0,300.0,,
52,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',19195.0,300.0,,
53,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',19366.0,300.0,,
54,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',20109.0,300.0,,
55,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',20289.0,300.0,,
56,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',21345.0,300.0,,
57,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',22285.0,300.0,,
58,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',23192.0,300.0,,
59,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',24156.0,300.0,,
60,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',25061.0,300.0,,
61,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',25480.0,300.0,,
62,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',25968.0,300.0,,
63,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',26607.0,300.0,,
64,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',26889.0,300.0,,
65,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',27801.0,300.0,,
66,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',28720.0,300.0,,
67,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',29090.0,300.0,,
68,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',29649.0,300.0,,
69,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',30186.0,300.0,,
70,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',30581.0,300.0,,
71,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',31482.0,300.0,,
72,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',31889.0,300.0,,
73,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',32385.0,300.0,,
74,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',33070.0,300.0,,
75,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',33290.0,300.0,,
76,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',34028.0,300.0,,
77,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',34195.0,300.0,,
78,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',35193.0,300.0,,
79,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',36151.0,300.0,,
80,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',37255.0,300.0,,
81,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',38178.0,300.0,,
82,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',38246.0,300.0,,
83,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',39087.0,300.0,,
84,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',39863.0,300.0,,
85,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',39988.0,300.0,,
86,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',41009.0,300.0,,
87,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',42057.0,300.0,,
88,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',42977.0,300.0,,
89,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',43886.0,300.0,,
90,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',44032.0,300.0,,
91,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',44816.0,300.0,,
92,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',44854.0,300.0,,
93,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',45724.0,300.0,,
94,"CREATE INDEX IDX_promotion_14 ON PROMOTION (P_PROMO_SK,P_CHANNEL_EMAIL,P_CHANNEL_TV,P_CHANNEL_RADIO);",shared_buffers = '32GB',46725.0,300.0,,
